timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-6ccf99c555-fqvhb_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-lvdk6_network
2024-03-06 18:22:01,5.951485833323508,44.08558343332818,1.2577923999970153,2.19650676756906,5.55879953993546,3.993086699999064,24.76032,56.29952,10.11712,81.985536,539.643904,504.34048,86.51306861362019,43.13261237427558,224.0011111111111,16.537777777777777,199.7511111111111,4121.64
2024-03-06 18:22:06,5.951485833323508,44.08558343332818,1.2577923999970153,2.19650676756906,5.55879953993546,3.993086699999064,24.76032,56.29952,10.11712,81.985536,539.643904,504.34048,86.51306861362019,43.13261237427558,224.0011111111111,16.537777777777777,199.7511111111111,4121.64
2024-03-06 18:22:11,5.951485833323508,44.08558343332818,1.2577923999970153,2.19650676756906,5.55879953993546,3.993086699999064,24.76032,56.29952,10.11712,81.985536,539.643904,504.34048,86.51306861362019,43.13261237427558,224.0011111111111,16.537777777777777,199.7511111111111,4121.64
2024-03-06 18:22:16,6.074473366667614,53.05856483334236,1.5286203000035437,2.19650676756906,5.55879953993546,3.993086699999064,24.743936,56.2176,10.682368,81.985536,539.643904,504.34048,86.51306861362019,43.13261237427558,224.0011111111111,88.36000000000004,140.81777777777782,2590.8100000000004
2024-03-06 18:22:21,6.074473366667614,53.05856483334236,1.5286203000035437,2.19650676756906,5.55879953993546,4.273426333334858,24.743936,56.2176,10.682368,81.985536,539.643904,504.434688,86.51306861362019,43.13261237427558,157.08444444444444,88.36000000000004,140.81777777777782,2590.8100000000004
2024-03-06 18:22:26,6.074473366667613,53.058564833342345,1.5286203000035434,1.3160315000000367,2.6462724333365863,4.273426333334858,24.743936,56.2176,10.682368,81.985536,539.643904,504.434688,94.08999999999999,50.88444444444445,157.08444444444444,88.36000000000001,140.8177777777778,2590.81
2024-03-06 18:22:31,6.074473366667613,53.058564833342345,1.5286203000035434,1.3160315000000367,2.6462724333365863,4.273426333334858,24.743936,56.2176,10.682368,81.985536,539.643904,504.434688,94.08999999999999,50.88444444444445,157.08444444444444,88.36000000000001,140.8177777777778,2590.81
2024-03-06 18:22:36,6.074473366667613,53.058564833342345,1.5286203000035434,1.3160315000000367,2.6462724333365863,4.273426333334858,24.743936,56.2176,10.682368,81.985536,539.643904,504.434688,94.08999999999999,50.88444444444445,157.08444444444444,88.36000000000001,140.8177777777778,2590.81
2024-03-06 18:22:41,6.074473366667613,53.058564833342345,1.5286203000035434,1.3160315000000367,2.6462724333365863,4.273426333334858,24.743936,56.2176,10.682368,81.985536,539.643904,504.434688,94.08999999999999,50.88444444444445,157.08444444444444,88.36000000000001,140.8177777777778,2590.81
2024-03-06 18:22:46,5.951701666678371,36.715206400003815,1.706179033332471,1.3160315000000367,2.6462724333365863,4.273426333334858,24.743936,56.29952,10.129408,81.985536,539.643904,504.434688,94.08999999999999,50.88444444444445,157.08444444444444,112.36000000000003,96.04000000000005,3083.9511111111124
