timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-kznhg_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-kznhg_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v1-7b76c4f45d-x9mxc_network,reviews-v2-6ccf99c555-fqvhb_network,ratings-v1-5b6b66f9b5-kznhg_network,productpage-v1-7fb564989f-lvdk6_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network
2024-03-06 04:00:04,9.512349833342645,63.47714743333199,-1.0,1.6217889666658416,2.3132720666666273,5.1369007999994665,5.632199233334253,24.272896,55.64416,-1.0,7.74144,85.85216,361.472,357.249024,32.49,84.02777777777777,-1.0,3461.3611111111113,109.55111111111111,110.9511111111111,186.77777777777777
2024-03-06 04:00:09,9.512349833342645,63.47714743333199,-1.0,1.6217889666658416,2.3132720666666273,5.1369007999994665,5.632199233334253,24.272896,55.64416,-1.0,7.74144,85.85216,361.472,357.249024,32.49,84.02777777777777,-1.0,3461.3611111111113,109.55111111111111,110.9511111111111,186.77777777777777
2024-03-06 04:00:14,9.512349833342645,63.47714743333199,-1.0,1.6217889666658416,2.3132720666666273,5.1369007999994665,5.632199233334253,24.272896,55.64416,-1.0,7.74144,85.85216,361.472,357.249024,32.49,84.02777777777777,-1.0,3461.3611111111113,109.55111111111111,110.9511111111111,186.77777777777777
2024-03-06 04:00:19,2.0712439333237858,22.43276490000123,-1.0,1.5315277333324202,2.3132720666666273,5.1369007999994665,2.343478200000012,24.272896,55.873536,-1.0,7.135232,85.85216,361.472,357.298176,32.49,96.04000000000002,-1.0,2423.9211111111117,21.160000000000004,110.9511111111111,96.69444444444449
2024-03-06 04:00:24,2.0712439333237853,22.432764900001228,-1.0,1.53152773333242,2.042118633333227,5.068478599999556,2.343478200000012,24.272896,55.873536,-1.0,7.135232,85.85216,361.586688,357.298176,11.559999999999999,96.04000000000002,-1.0,2423.9211111111113,21.159999999999997,102.68444444444444,96.69444444444446
2024-03-06 04:00:29,2.0712439333237853,22.432764900001228,-1.0,1.53152773333242,2.042118633333227,5.068478599999556,2.343478200000012,24.272896,55.873536,-1.0,7.135232,85.85216,361.586688,357.298176,11.559999999999999,96.04000000000002,-1.0,2423.9211111111113,21.159999999999997,102.68444444444444,96.69444444444446
2024-03-06 04:00:34,2.0712439333237853,22.432764900001228,-1.0,1.53152773333242,2.042118633333227,5.068478599999556,2.343478200000012,24.272896,55.873536,-1.0,7.135232,85.85216,361.586688,357.298176,11.559999999999999,96.04000000000002,-1.0,2423.9211111111113,21.159999999999997,102.68444444444444,96.69444444444446
2024-03-06 04:00:39,2.0712439333237853,22.432764900001228,-1.0,1.53152773333242,2.042118633333227,5.068478599999556,2.343478200000012,24.272896,55.873536,-1.0,7.135232,85.85216,361.586688,357.298176,11.559999999999999,96.04000000000002,-1.0,2423.9211111111113,21.159999999999997,102.68444444444444,96.69444444444446
2024-03-06 04:00:44,2.0712439333237853,22.432764900001228,-1.0,1.53152773333242,2.042118633333227,5.068478599999556,2.343478200000012,24.272896,55.873536,-1.0,7.135232,85.85216,361.586688,357.298176,11.559999999999999,96.04000000000002,-1.0,2423.9211111111113,21.159999999999997,102.68444444444444,96.69444444444446
2024-03-06 04:00:49,8.298429433337638,65.240148099997,-1.0,1.46243133333428,2.042118633333227,5.068478599999556,5.050639866666037,24.272896,55.758848,-1.0,7.499776,85.85216,361.586688,357.466112,11.559999999999999,229.01777777777775,-1.0,3684.490000000002,137.67111111111117,102.68444444444444,173.3611111111112
