timestamp,details-v1-b788479c5-r8cth_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-r8cth_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-r8cth_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 10:35:00,-1.0,4.733169599997685,38.60997093333177,1.6281414666665959,1.9553045666668825,5.002303266667241,4.905504099999783,-1.0,17.01888,52.006912,11.38688,88.7808,155.58656,144.85504,-1.0,3121.0844444444447,116.64000000000001,113.77777777777777,39.69,70.00111111111111,166.41
2024-03-05 10:35:05,-1.0,7.929699333332488,42.207473833335975,1.6281414666665959,1.9553045666668825,5.002303266667241,4.905504099999783,-1.0,16.986112,52.006912,11.38688,88.7808,155.58656,144.85504,-1.0,1423.804444444444,116.64000000000001,122.47111111111107,39.69,70.00111111111111,166.41
2024-03-05 10:35:10,-1.0,7.929699333332488,42.20747383333598,1.6281414666665959,1.9553045666668825,5.002303266667241,2.7512716666668284,-1.0,16.986112,52.006912,11.38688,88.7808,155.58656,144.949248,-1.0,1423.8044444444445,90.25,122.4711111111111,39.69,70.00111111111111,166.41
2024-03-05 10:35:15,-1.0,7.929699333332488,42.20747383333598,1.6281414666665959,1.9553045666668825,5.002303266667241,2.7512716666668284,-1.0,16.986112,52.006912,11.38688,88.7808,155.58656,144.949248,-1.0,1423.8044444444445,90.25,122.4711111111111,39.69,70.00111111111111,166.41
2024-03-05 10:35:20,-1.0,7.929699333332488,42.20747383333598,1.6281414666665959,1.9553045666668825,5.002303266667241,2.7512716666668284,-1.0,16.986112,52.006912,11.38688,88.7808,155.58656,144.949248,-1.0,1423.8044444444445,90.25,122.4711111111111,39.69,70.00111111111111,166.41
2024-03-05 10:35:25,-1.0,7.929699333332488,42.20747383333598,1.6281414666665959,1.9553045666668825,5.002303266667241,2.7512716666668284,-1.0,16.986112,52.006912,11.38688,88.7808,155.58656,144.949248,-1.0,1423.8044444444445,90.25,122.4711111111111,39.69,70.00111111111111,166.41
2024-03-05 10:35:30,-1.0,7.929699333332488,42.20747383333598,1.6120038000000392,1.867975866666427,5.319961600000056,2.7512716666668284,-1.0,16.986112,52.006912,11.804672,90.128384,155.734016,144.949248,-1.0,1423.8044444444445,90.25,122.4711111111111,31.73444444444445,75.68999999999998,107.46777777777778
2024-03-05 10:35:35,-1.0,2.967133366670774,51.64845953333194,1.6120038000000392,1.867975866666427,5.319961600000056,2.7512716666668284,-1.0,17.002496,52.088832,11.804672,90.128384,155.734016,144.949248,-1.0,2981.1599999999994,90.25,125.43999999999994,31.73444444444445,75.68999999999998,107.46777777777778
2024-03-05 10:35:40,-1.0,2.9671333666707747,51.648459533331945,1.6120038000000392,1.867975866666427,5.319961600000056,4.857452499999701,-1.0,17.002496,52.088832,11.804672,90.128384,155.734016,145.05984,-1.0,2981.1600000000003,94.08999999999999,125.43999999999998,31.73444444444445,75.68999999999998,107.46777777777778
2024-03-05 10:35:45,-1.0,2.9671333666707747,51.648459533331945,1.6120038000000392,1.867975866666427,5.319961600000056,4.857452499999701,-1.0,17.002496,52.088832,11.804672,90.128384,155.734016,145.05984,-1.0,2981.1600000000003,94.08999999999999,125.43999999999998,31.73444444444445,75.68999999999998,107.46777777777778
2024-03-05 10:35:50,-1.0,2.9671333666707747,51.648459533331945,1.6120038000000392,1.867975866666427,5.319961600000056,4.857452499999701,-1.0,17.002496,52.088832,11.804672,90.128384,155.734016,145.05984,-1.0,2981.1600000000003,94.08999999999999,125.43999999999998,31.73444444444445,75.68999999999998,107.46777777777778
2024-03-05 10:35:55,-1.0,2.9671333666707747,51.648459533331945,1.6120038000000392,1.867975866666427,5.319961600000056,4.857452499999701,-1.0,17.002496,52.088832,11.804672,90.128384,155.734016,145.05984,-1.0,2981.1600000000003,94.08999999999999,125.43999999999998,31.73444444444445,75.68999999999998,107.46777777777778
2024-03-05 10:36:00,-1.0,2.9671333666707747,51.648459533331945,1.495425833333286,2.123617566666762,4.594412466666616,4.857452499999701,-1.0,17.002496,52.088832,10.870784,90.128384,155.860992,145.05984,-1.0,2981.1600000000003,94.08999999999999,125.43999999999998,18.49,19.95111111111111,216.08999999999997
2024-03-05 10:36:05,-1.0,7.31563693332949,27.046071900000847,1.495425833333286,2.123617566666762,4.594412466666616,4.857452499999701,-1.0,17.072128,52.006912,10.870784,90.128384,155.860992,145.05984,-1.0,4970.249999999998,94.08999999999999,61.884444444444426,18.49,19.95111111111111,216.08999999999997
2024-03-05 10:36:10,-1.0,7.3156369333294915,27.04607190000085,1.495425833333286,2.123617566666762,4.594412466666616,4.271614333333673,-1.0,17.072128,52.006912,10.870784,90.128384,155.860992,145.186816,-1.0,4970.25,110.9511111111111,61.88444444444444,18.49,19.95111111111111,216.08999999999997
2024-03-05 10:36:15,-1.0,7.3156369333294915,27.04607190000085,1.495425833333286,2.123617566666762,4.594412466666616,4.271614333333673,-1.0,17.072128,52.006912,10.870784,90.128384,155.860992,145.186816,-1.0,4970.25,110.9511111111111,61.88444444444444,18.49,19.95111111111111,216.08999999999997
2024-03-05 10:36:20,-1.0,7.3156369333294915,27.04607190000085,1.495425833333286,2.123617566666762,4.594412466666616,4.271614333333673,-1.0,17.072128,52.006912,10.870784,90.128384,155.860992,145.186816,-1.0,4970.25,110.9511111111111,61.88444444444444,18.49,19.95111111111111,216.08999999999997
2024-03-05 10:36:25,-1.0,7.3156369333294915,27.04607190000085,1.495425833333286,2.123617566666762,4.594412466666616,4.271614333333673,-1.0,17.072128,52.006912,10.870784,90.128384,155.860992,145.186816,-1.0,4970.25,110.9511111111111,61.88444444444444,18.49,19.95111111111111,216.08999999999997
2024-03-05 10:36:30,-1.0,7.3156369333294915,27.04607190000085,1.653349233333401,2.0551268666665123,2.766664333333324,4.271614333333673,-1.0,17.072128,52.006912,11.280384,89.76384,155.922432,145.186816,-1.0,4970.25,110.9511111111111,61.88444444444444,19.654444444444447,96.69444444444446,103.3611111111111
2024-03-05 10:36:35,-1.0,3.652147433346423,37.520686833333144,1.653349233333401,2.0551268666665123,2.766664333333324,4.271614333333673,-1.0,17.084416,52.1216,11.280384,89.76384,155.922432,145.186816,-1.0,3256.6044444444433,110.9511111111111,141.60999999999996,19.654444444444447,96.69444444444446,103.3611111111111
2024-03-05 10:36:40,-1.0,3.6521474333464234,37.52068683333316,1.653349233333401,2.0551268666665123,2.766664333333324,2.7247036999999827,-1.0,17.084416,52.1216,11.280384,89.76384,155.922432,145.260544,-1.0,3256.6044444444447,117.36111111111113,141.61,19.654444444444447,96.69444444444446,103.3611111111111
2024-03-05 10:36:45,-1.0,3.6521474333464234,37.52068683333316,1.653349233333401,2.0551268666665123,2.766664333333324,2.7247036999999827,-1.0,17.084416,52.1216,11.280384,89.76384,155.922432,145.260544,-1.0,3256.6044444444447,117.36111111111113,141.61,19.654444444444447,96.69444444444446,103.3611111111111
2024-03-05 10:36:50,-1.0,3.6521474333464234,37.52068683333316,1.653349233333401,2.0551268666665123,2.766664333333324,2.7247036999999827,-1.0,17.084416,52.1216,11.280384,89.76384,155.922432,145.260544,-1.0,3256.6044444444447,117.36111111111113,141.61,19.654444444444447,96.69444444444446,103.3611111111111
2024-03-05 10:36:55,-1.0,3.6521474333464234,37.52068683333316,1.653349233333401,2.0551268666665123,2.766664333333324,2.7247036999999827,-1.0,17.084416,52.1216,11.280384,89.76384,155.922432,145.260544,-1.0,3256.6044444444447,117.36111111111113,141.61,19.654444444444447,96.69444444444446,103.3611111111111
2024-03-05 10:37:00,-1.0,3.6521474333464234,37.52068683333316,1.8249615333332987,2.220932833333696,5.0979954333333435,2.7247036999999827,-1.0,17.084416,52.1216,11.624448,89.76384,156.03712,145.260544,-1.0,3256.6044444444447,117.36111111111113,141.61,44.44444444444445,23.04,46.69444444444444
2024-03-05 10:37:05,-1.0,6.11874793332087,59.30708816666765,1.8249615333332987,2.220932833333696,5.0979954333333435,2.7247036999999827,-1.0,17.104896,52.006912,11.624448,89.76384,156.03712,145.260544,-1.0,1599.9999999999995,117.36111111111113,218.05444444444436,44.44444444444445,23.04,46.69444444444444
2024-03-05 10:37:10,-1.0,6.118747933320871,59.307088166667654,1.8249615333332987,2.220932833333696,5.0979954333333435,4.439631066666531,-1.0,17.104896,52.006912,11.624448,89.76384,156.03712,145.301504,-1.0,1600.0,135.33444444444444,218.05444444444447,44.44444444444445,23.04,46.69444444444444
2024-03-05 10:37:15,-1.0,6.118747933320871,59.307088166667654,1.8249615333332987,2.220932833333696,5.0979954333333435,4.439631066666531,-1.0,17.104896,52.006912,11.624448,89.76384,156.03712,145.301504,-1.0,1600.0,135.33444444444444,218.05444444444447,44.44444444444445,23.04,46.69444444444444
2024-03-05 10:37:20,-1.0,6.118747933320871,59.307088166667654,1.8249615333332987,2.220932833333696,5.0979954333333435,4.439631066666531,-1.0,17.104896,52.006912,11.624448,89.76384,156.03712,145.301504,-1.0,1600.0,135.33444444444444,218.05444444444447,44.44444444444445,23.04,46.69444444444444
2024-03-05 10:37:25,-1.0,6.118747933320871,59.307088166667654,1.8249615333332987,2.220932833333696,5.0979954333333435,4.439631066666531,-1.0,17.104896,52.006912,11.624448,89.76384,156.03712,145.301504,-1.0,1600.0,135.33444444444444,218.05444444444447,44.44444444444445,23.04,46.69444444444444
2024-03-05 10:37:30,-1.0,6.118747933320871,59.307088166667654,1.7732380000000585,2.352496099999731,4.763736000000071,4.439631066666531,-1.0,17.104896,52.006912,11.005952,89.76384,156.11904,145.301504,-1.0,1600.0,135.33444444444444,218.05444444444447,28.801111111111105,100.0,229.01777777777775
2024-03-05 10:37:35,-1.0,3.565093366675379,26.609488733330025,1.7732380000000585,2.352496099999731,4.763736000000071,4.439631066666531,-1.0,17.125376,52.1216,11.005952,89.76384,156.11904,145.301504,-1.0,3162.1877777777772,135.33444444444444,99.33444444444442,28.801111111111105,100.0,229.01777777777775
2024-03-05 10:37:40,-1.0,3.56509336667538,26.60948873333003,1.7732380000000585,2.352496099999731,4.763736000000071,4.048664699999923,-1.0,17.125376,52.1216,11.005952,89.76384,156.11904,145.440768,-1.0,3162.1877777777777,103.3611111111111,99.33444444444444,28.801111111111105,100.0,229.01777777777775
