timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,productpage-v1-7fb564989f-5lhjv_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,productpage-v1-7fb564989f-5lhjv_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v2-7b4f9d8cb4-prbfv_network,reviews-v1-7b76c4f45d-phxww_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-xslvc_network,productpage-v1-7fb564989f-5lhjv_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-11 05:23:05,8.714188530885327,89.18959983333632,-1.0,2.6343192496071612,2.1978179333331127,2.8618699333340674,5.938848666666748,25.329664,56.147968,-1.0,15.622144,82.45248,226.054144,226.721792,214.13444444444443,18.777777777777775,151.1791149904815,191.36111111111111,4728.854444444444,-1.0,89.55209420224791
2024-03-11 05:23:10,8.714188530885327,89.18959983333632,-1.0,2.6343192496071612,2.1978179333331127,2.8618699333340674,5.938848666666748,25.329664,56.147968,-1.0,15.622144,82.45248,226.054144,226.721792,214.13444444444443,18.777777777777775,151.1791149904815,191.36111111111111,4728.854444444444,-1.0,89.55209420224791
2024-03-11 05:23:15,8.714188530885327,89.18959983333632,-1.0,2.6343192496071612,2.1978179333331127,2.8618699333340674,5.938848666666748,25.329664,56.147968,-1.0,15.622144,82.45248,226.054144,226.721792,214.13444444444443,18.777777777777775,151.1791149904815,191.36111111111111,4728.854444444444,-1.0,89.55209420224791
2024-03-11 05:23:20,4.44367194582797,89.18959983333632,-1.0,1.8830032675404378,2.1978179333331127,2.8618699333340674,5.938848666666748,25.214976,56.147968,-1.0,15.007744,82.45248,226.054144,226.721792,214.13444444444443,18.777777777777775,268.0106977580436,191.36111111111111,4728.854444444444,-1.0,79.25226223747688
2024-03-11 05:23:25,4.44367194582797,42.117163533331826,-1.0,1.8830032675404378,1.8537724999996879,6.644993899999463,4.3054352333323695,25.214976,55.967744,-1.0,15.007744,82.45248,226.091008,226.861056,227.00444444444443,29.521111111111114,268.0106977580436,194.13777777777779,6136.11111111111,-1.0,79.25226223747688
2024-03-11 05:23:30,4.44367194582797,42.117163533331826,-1.0,1.8830032675404378,1.8537724999996879,6.644993899999463,4.3054352333323695,25.214976,55.967744,-1.0,15.007744,82.45248,226.091008,226.861056,227.00444444444443,29.521111111111114,268.0106977580436,194.13777777777779,6136.11111111111,-1.0,79.25226223747688
2024-03-11 05:23:35,4.44367194582797,42.117163533331826,-1.0,1.8830032675404378,1.8537724999996879,6.644993899999463,4.3054352333323695,25.214976,55.967744,-1.0,15.007744,82.45248,226.091008,226.861056,227.00444444444443,29.521111111111114,268.0106977580436,194.13777777777779,6136.11111111111,-1.0,79.25226223747688
2024-03-11 05:23:40,4.44367194582797,42.117163533331826,-1.0,1.8830032675404378,1.8537724999996879,6.644993899999463,4.3054352333323695,25.214976,55.967744,-1.0,15.007744,82.45248,226.091008,226.861056,227.00444444444443,29.521111111111114,268.0106977580436,194.13777777777779,6136.11111111111,-1.0,79.25226223747688
2024-03-11 05:23:45,4.44367194582797,42.117163533331826,-1.0,1.8830032675404378,1.8537724999996879,6.644993899999463,4.3054352333323695,25.214976,55.967744,-1.0,15.007744,82.45248,226.091008,226.861056,227.00444444444443,29.521111111111114,268.0106977580436,194.13777777777779,6136.11111111111,-1.0,79.25226223747688
2024-03-11 05:23:50,9.383297496427764,42.117163533331826,-1.0,1.7929814314750088,1.8537724999996879,6.644993899999463,4.3054352333323695,25.214976,55.967744,-1.0,15.282176,82.45248,226.091008,226.861056,227.00444444444443,29.521111111111114,59.81640712770593,194.13777777777779,6136.11111111111,-1.0,31.740792285493633
