timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-hnbzm_cpu,reviews-v2-7b4f9d8cb4-j2q2q_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-hnbzm_memory,reviews-v2-7b4f9d8cb4-j2q2q_memory,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-hnbzm_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-7b4f9d8cb4-j2q2q_network,reviews-v1-7b76c4f45d-s5dnq_network
2024-03-07 06:59:01,4.924572900002507,58.62427446666819,1.8873522333365145,2.445425199999818,46.82060106665631,5.432320266663737,-1.0,24.981504,56.348672,14.286848,96.796672,638.767104,118.370304,-1.0,86.49000000000001,109.55111111111111,132.25,193.21,2865.817777777778,-1.0,19.067777777777774
2024-03-07 06:59:06,4.924572900002507,58.62427446666819,1.8873522333365145,2.445425199999818,46.82060106665631,5.432320266663737,-1.0,24.981504,56.348672,14.286848,96.796672,638.767104,118.370304,-1.0,86.49000000000001,109.55111111111111,132.25,193.21,2865.817777777778,-1.0,19.067777777777774
2024-03-07 06:59:11,4.924572900002507,58.62427446666819,1.8873522333365145,2.445425199999818,46.82060106665631,5.432320266663737,-1.0,24.981504,56.348672,14.286848,96.796672,638.767104,118.370304,-1.0,86.49000000000001,109.55111111111111,132.25,193.21,2865.817777777778,-1.0,19.067777777777774
2024-03-07 06:59:16,7.320034999990338,44.46492913333108,1.2555853333310554,2.445425199999818,46.82060106665631,3.779377666667946,-1.0,24.96512,56.54528,14.503936,96.796672,638.767104,118.3744,-1.0,81.00000000000003,49.9377777777778,205.44444444444457,193.21,3964.801111111113,-1.0,19.067777777777774
2024-03-07 06:59:21,7.320034999990338,44.46492913333108,1.2555853333310554,2.445425199999818,46.82060106665631,3.779377666667946,-1.0,24.96512,56.54528,14.503936,96.796672,638.767104,118.3744,-1.0,81.00000000000003,49.9377777777778,205.44444444444457,193.21,3964.801111111113,-1.0,19.067777777777774
2024-03-07 06:59:26,7.320034999990336,44.464929133331076,1.2555853333310552,2.6915475000000315,97.70395753333408,3.779377666667945,-1.0,24.96512,56.54528,14.503936,96.796672,638.767104,118.3744,-1.0,81.0,49.937777777777775,205.44444444444446,91.52111111111111,3964.8011111111114,-1.0,29.884444444444444
2024-03-07 06:59:31,7.320034999990336,44.464929133331076,1.2555853333310552,2.6915475000000315,97.70395753333408,3.779377666667945,-1.0,24.96512,56.54528,14.503936,96.796672,638.767104,118.3744,-1.0,81.0,49.937777777777775,205.44444444444446,91.52111111111111,3964.8011111111114,-1.0,29.884444444444444
2024-03-07 06:59:36,7.320034999990336,44.464929133331076,1.2555853333310552,2.6915475000000315,97.70395753333408,3.779377666667945,-1.0,24.96512,56.54528,14.503936,96.796672,638.767104,118.3744,-1.0,81.0,49.937777777777775,205.44444444444446,91.52111111111111,3964.8011111111114,-1.0,29.884444444444444
2024-03-07 06:59:41,7.320034999990336,44.464929133331076,1.2555853333310552,2.6915475000000315,97.70395753333408,3.779377666667945,-1.0,24.96512,56.54528,14.503936,96.796672,638.767104,118.3744,-1.0,81.0,49.937777777777775,205.44444444444446,91.52111111111111,3964.8011111111114,-1.0,29.884444444444444
2024-03-07 06:59:46,6.752536800013333,23.102523566679643,1.2405391333345508,2.6915475000000315,97.70395753333408,3.261025099997521,-1.0,24.981504,56.46336,14.667776,96.796672,638.767104,118.382592,-1.0,78.02777777777781,108.85444444444448,218.05444444444458,91.52111111111111,2368.444444444445,-1.0,29.884444444444444
2024-03-07 06:59:51,6.752536800013333,23.102523566679643,1.2405391333345508,2.6915475000000315,97.70395753333408,3.261025099997521,-1.0,24.981504,56.46336,14.667776,96.796672,638.767104,118.382592,-1.0,78.02777777777781,108.85444444444448,218.05444444444458,91.52111111111111,2368.444444444445,-1.0,29.884444444444444
2024-03-07 06:59:56,6.752536800013331,23.10252356667964,1.2405391333345506,1.2352223000002973,95.2996017000108,3.26102509999752,-1.0,24.981504,56.46336,14.667776,96.796672,638.767104,118.382592,-1.0,78.02777777777779,108.85444444444445,218.05444444444447,98.67111111111112,2368.4444444444443,-1.0,23.361111111111107
2024-03-07 07:00:01,6.752536800013331,23.10252356667964,1.2405391333345506,1.2352223000002973,95.2996017000108,3.26102509999752,-1.0,24.981504,56.46336,14.667776,96.796672,638.767104,118.382592,-1.0,78.02777777777779,108.85444444444445,218.05444444444447,98.67111111111112,2368.4444444444443,-1.0,23.361111111111107
2024-03-07 07:00:06,6.752536800013331,23.10252356667964,1.2405391333345506,1.2352223000002973,95.2996017000108,3.26102509999752,-1.0,24.981504,56.46336,14.667776,96.796672,638.767104,118.382592,-1.0,78.02777777777779,108.85444444444445,218.05444444444447,98.67111111111112,2368.4444444444443,-1.0,23.361111111111107
2024-03-07 07:00:11,6.752536800013331,23.10252356667964,1.2405391333345506,1.2352223000002973,95.2996017000108,3.26102509999752,-1.0,24.981504,56.46336,14.667776,96.796672,638.767104,118.382592,-1.0,78.02777777777779,108.85444444444445,218.05444444444447,98.67111111111112,2368.4444444444443,-1.0,23.361111111111107
2024-03-07 07:00:16,6.202206199986905,55.00820059999874,1.7849518999999727,1.2352223000002973,95.2996017000108,3.0125972666686116,-1.0,24.96512,56.38144,14.462976,96.796672,638.767104,118.382592,-1.0,86.49000000000005,96.04000000000005,89.61777777777782,98.67111111111112,5003.204444444446,-1.0,23.361111111111107
2024-03-07 07:00:21,6.202206199986905,55.00820059999874,1.7849518999999727,1.2352223000002973,95.2996017000108,3.0125972666686116,-1.0,24.96512,56.38144,14.462976,96.796672,638.767104,118.382592,-1.0,86.49000000000005,96.04000000000005,89.61777777777782,98.67111111111112,5003.204444444446,-1.0,23.361111111111107
2024-03-07 07:00:26,6.202206199986904,55.008200599998716,1.7849518999999723,2.265421966666281,100.37853973332554,3.012597266668611,-1.0,24.96512,56.38144,14.462976,95.899648,636.952576,118.382592,-1.0,86.49000000000001,96.04000000000002,89.61777777777777,114.48999999999998,5003.204444444445,-1.0,40.53444444444444
2024-03-07 07:00:31,6.202206199986904,55.008200599998716,1.7849518999999723,2.265421966666281,100.37853973332554,3.012597266668611,-1.0,24.96512,56.38144,14.462976,95.899648,636.952576,118.382592,-1.0,86.49000000000001,96.04000000000002,89.61777777777777,114.48999999999998,5003.204444444445,-1.0,40.53444444444444
2024-03-07 07:00:36,6.202206199986904,55.008200599998716,1.7849518999999723,2.265421966666281,100.37853973332554,3.012597266668611,-1.0,24.96512,56.38144,14.462976,95.899648,636.952576,118.382592,-1.0,86.49000000000001,96.04000000000002,89.61777777777777,114.48999999999998,5003.204444444445,-1.0,40.53444444444444
2024-03-07 07:00:41,6.202206199986904,55.008200599998716,1.7849518999999723,2.265421966666281,100.37853973332554,3.012597266668611,-1.0,24.96512,56.38144,14.462976,95.899648,636.952576,118.382592,-1.0,86.49000000000001,96.04000000000002,89.61777777777777,114.48999999999998,5003.204444444445,-1.0,40.53444444444444
2024-03-07 07:00:46,5.960576300003596,46.12466213332786,1.5843831666643389,2.265421966666281,100.37853973332554,6.05173429999771,-1.0,24.96512,56.348672,14.823424,95.899648,636.952576,118.444032,-1.0,104.72111111111117,145.60444444444448,191.36111111111123,114.48999999999998,3931.2900000000022,-1.0,40.53444444444444
2024-03-07 07:00:51,5.960576300003596,46.12466213332786,1.5843831666643389,2.265421966666281,100.37853973332554,6.05173429999771,-1.0,24.96512,56.348672,14.823424,95.899648,636.952576,118.444032,-1.0,104.72111111111117,145.60444444444448,191.36111111111123,114.48999999999998,3931.2900000000022,-1.0,40.53444444444444
2024-03-07 07:00:56,5.960576300003595,46.12466213332785,1.5843831666643382,2.710039066666544,96.99215303333706,6.051734299997709,-1.0,24.96512,56.348672,14.823424,95.899648,636.952576,118.444032,-1.0,104.7211111111111,145.60444444444443,191.36111111111111,161.29,3931.2900000000004,-1.0,24.010000000000005
2024-03-07 07:01:01,5.960576300003595,46.12466213332785,1.5843831666643382,2.710039066666544,96.99215303333706,6.051734299997709,-1.0,24.96512,56.348672,14.823424,95.899648,636.952576,118.444032,-1.0,104.7211111111111,145.60444444444443,191.36111111111111,161.29,3931.2900000000004,-1.0,24.010000000000005
2024-03-07 07:01:06,5.960576300003595,46.12466213332785,1.5843831666643382,2.710039066666544,96.99215303333706,6.051734299997709,-1.0,24.96512,56.348672,14.823424,95.899648,636.952576,118.444032,-1.0,104.7211111111111,145.60444444444443,191.36111111111111,161.29,3931.2900000000004,-1.0,24.010000000000005
2024-03-07 07:01:11,5.960576300003595,46.12466213332785,1.5843831666643382,2.710039066666544,96.99215303333706,6.051734299997709,-1.0,24.96512,56.348672,14.823424,95.899648,636.952576,118.444032,-1.0,104.7211111111111,145.60444444444443,191.36111111111111,161.29,3931.2900000000004,-1.0,24.010000000000005
2024-03-07 07:01:16,5.573558141863883,55.3386710622678,1.752261072261853,2.710039066666544,96.99215303333706,4.652748618053312,-1.0,24.96512,56.561664,14.508032,95.899648,636.952576,118.489088,-1.0,22.359702679383,115.68961618911669,150.9878732655955,161.29,3470.1240595346494,-1.0,24.010000000000005
2024-03-07 07:01:21,5.573558141863883,55.3386710622678,1.752261072261853,2.710039066666544,96.99215303333706,4.652748618053312,-1.0,24.96512,56.561664,14.508032,95.899648,636.952576,118.489088,-1.0,22.359702679383,115.68961618911669,150.9878732655955,161.29,3470.1240595346494,-1.0,24.010000000000005
2024-03-07 07:01:26,5.573558141863883,55.3386710622678,1.752261072261853,2.1942746000007674,104.27105446666853,4.652748618053312,-1.0,24.96512,56.561664,14.508032,95.899648,636.956672,118.489088,-1.0,22.359702679383,115.68961618911669,150.9878732655955,148.83999999999997,3470.1240595346494,-1.0,42.684444444444445
