timestamp,details-v1-b788479c5-twxfj_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-twxfj_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-twxfj_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 12:33:05,-1.0,6.336229633340432,38.199437266666784,1.6374934333332665,2.276995666666911,4.00990830000012,4.397659099999866,-1.0,17.199104,52.301824,11.6736,85.89312,176.80384,167.682048,-1.0,4497.937777777777,110.25,96.03999999999998,16.537777777777777,55.254444444444445,243.35999999999999
2024-03-05 12:33:10,-1.0,6.336229633340433,38.19943726666679,1.6374934333332665,2.276995666666911,4.00990830000012,2.7687846666661167,-1.0,17.199104,52.301824,11.6736,85.89312,176.80384,167.747584,-1.0,4497.937777777777,121.73444444444443,96.04000000000002,16.537777777777777,55.254444444444445,243.35999999999999
2024-03-05 12:33:15,-1.0,6.336229633340433,38.19943726666679,1.6374934333332665,2.276995666666911,4.00990830000012,2.7687846666661167,-1.0,17.199104,52.301824,11.6736,85.89312,176.80384,167.747584,-1.0,4497.937777777777,121.73444444444443,96.04000000000002,16.537777777777777,55.254444444444445,243.35999999999999
2024-03-05 12:33:20,-1.0,6.336229633340433,38.19943726666679,1.6374934333332665,2.276995666666911,4.00990830000012,2.7687846666661167,-1.0,17.199104,52.301824,11.6736,85.89312,176.80384,167.747584,-1.0,4497.937777777777,121.73444444444443,96.04000000000002,16.537777777777777,55.254444444444445,243.35999999999999
2024-03-05 12:33:25,-1.0,6.336229633340433,38.19943726666679,1.6374934333332665,2.276995666666911,4.00990830000012,2.7687846666661167,-1.0,17.199104,52.301824,11.6736,85.89312,176.80384,167.747584,-1.0,4497.937777777777,121.73444444444443,96.04000000000002,16.537777777777777,55.254444444444445,243.35999999999999
2024-03-05 12:33:30,-1.0,6.336229633340433,38.19943726666679,1.6879350666667867,2.157442399999828,4.5613580666667985,2.7687846666661167,-1.0,17.199104,52.301824,11.014144,85.89312,176.76288,167.747584,-1.0,4497.937777777777,121.73444444444443,96.04000000000002,40.53444444444444,148.02777777777777,192.28444444444446
2024-03-05 12:33:35,-1.0,2.86002833333138,25.75567100000171,1.6879350666667867,2.157442399999828,4.5613580666667985,2.7687846666661167,-1.0,17.199104,52.219904,11.014144,85.89312,176.76288,167.747584,-1.0,2122.1377777777766,121.73444444444443,171.60999999999996,40.53444444444444,148.02777777777777,192.28444444444446
2024-03-05 12:33:40,-1.0,2.860028333331381,25.755671000001712,1.6879350666667867,2.157442399999828,4.5613580666667985,4.644393733334103,-1.0,17.199104,52.219904,11.014144,85.89312,176.76288,167.878656,-1.0,2122.137777777778,136.89,171.60999999999999,40.53444444444444,148.02777777777777,192.28444444444446
2024-03-05 12:33:45,-1.0,2.860028333331381,25.755671000001712,1.6879350666667867,2.157442399999828,4.5613580666667985,4.644393733334103,-1.0,17.199104,52.219904,11.014144,85.89312,176.76288,167.878656,-1.0,2122.137777777778,136.89,171.60999999999999,40.53444444444444,148.02777777777777,192.28444444444446
2024-03-05 12:33:50,-1.0,2.860028333331381,25.755671000001712,1.6879350666667867,2.157442399999828,4.5613580666667985,4.644393733334103,-1.0,17.199104,52.219904,11.014144,85.89312,176.76288,167.878656,-1.0,2122.137777777778,136.89,171.60999999999999,40.53444444444444,148.02777777777777,192.28444444444446
2024-03-05 12:33:55,-1.0,2.860028333331381,25.755671000001712,1.6879350666667867,2.157442399999828,4.5613580666667985,4.644393733334103,-1.0,17.199104,52.219904,11.014144,85.89312,176.76288,167.878656,-1.0,2122.137777777778,136.89,171.60999999999999,40.53444444444444,148.02777777777777,192.28444444444446
2024-03-05 12:34:00,-1.0,2.860028333331381,25.755671000001712,1.4262978000000242,1.4559403333336718,5.55545019999973,4.644393733334103,-1.0,17.199104,52.219904,11.177984,85.89312,177.004544,167.878656,-1.0,2122.137777777778,136.89,171.60999999999999,38.85444444444445,17.084444444444447,91.52111111111111
2024-03-05 12:34:05,-1.0,5.697928566663297,59.96372653333613,1.4262978000000242,1.4559403333336718,5.55545019999973,4.644393733334103,-1.0,17.199104,52.28544,11.177984,85.89312,177.004544,167.878656,-1.0,3843.999999999999,136.89,204.48999999999998,38.85444444444445,17.084444444444447,91.52111111111111
2024-03-05 12:34:10,-1.0,5.697928566663299,59.963726533336136,1.4262978000000242,1.4559403333336718,5.55545019999973,4.363234799999797,-1.0,17.199104,52.28544,11.177984,85.89312,177.004544,167.99744,-1.0,3844.0,46.239999999999995,204.49,38.85444444444445,17.084444444444447,91.52111111111111
2024-03-05 12:34:15,-1.0,5.697928566663299,59.963726533336136,1.4262978000000242,1.4559403333336718,5.55545019999973,4.363234799999797,-1.0,17.199104,52.28544,11.177984,85.89312,177.004544,167.99744,-1.0,3844.0,46.239999999999995,204.49,38.85444444444445,17.084444444444447,91.52111111111111
2024-03-05 12:34:20,-1.0,5.697928566663299,59.963726533336136,1.4262978000000242,1.4559403333336718,5.55545019999973,4.363234799999797,-1.0,17.199104,52.28544,11.177984,85.89312,177.004544,167.99744,-1.0,3844.0,46.239999999999995,204.49,38.85444444444445,17.084444444444447,91.52111111111111
2024-03-05 12:34:25,-1.0,5.697928566663299,59.963726533336136,1.4262978000000242,1.4559403333336718,5.55545019999973,4.363234799999797,-1.0,17.199104,52.28544,11.177984,85.89312,177.004544,167.99744,-1.0,3844.0,46.239999999999995,204.49,38.85444444444445,17.084444444444447,91.52111111111111
2024-03-05 12:34:30,-1.0,5.697928566663299,59.963726533336136,1.7061022666666759,2.375512699999642,4.1932372333339645,4.363234799999797,-1.0,17.199104,52.28544,11.657216,85.89312,177.02912,167.99744,-1.0,3844.0,46.239999999999995,204.49,47.61000000000001,52.80444444444444,67.24
2024-03-05 12:34:35,-1.0,5.74351766666344,44.21545133332831,1.7061022666666759,2.375512699999642,4.1932372333339645,4.363234799999797,-1.0,17.199104,52.334592,11.657216,85.89312,177.02912,167.99744,-1.0,3688.537777777777,46.239999999999995,136.88999999999993,47.61000000000001,52.80444444444444,67.24
2024-03-05 12:34:40,-1.0,5.743517666663441,44.21545133332832,1.7061022666666759,2.375512699999642,4.1932372333339645,2.531730699999457,-1.0,17.199104,52.334592,11.657216,85.89312,177.02912,168.062976,-1.0,3688.537777777778,98.01,136.89,47.61000000000001,52.80444444444444,67.24
2024-03-05 12:34:45,-1.0,5.743517666663441,44.21545133332832,1.7061022666666759,2.375512699999642,4.1932372333339645,2.531730699999457,-1.0,17.199104,52.334592,11.657216,85.89312,177.02912,168.062976,-1.0,3688.537777777778,98.01,136.89,47.61000000000001,52.80444444444444,67.24
2024-03-05 12:34:50,-1.0,5.743517666663441,44.21545133332832,1.7061022666666759,2.375512699999642,4.1932372333339645,2.531730699999457,-1.0,17.199104,52.334592,11.657216,85.89312,177.02912,168.062976,-1.0,3688.537777777778,98.01,136.89,47.61000000000001,52.80444444444444,67.24
2024-03-05 12:34:55,-1.0,5.743517666663441,44.21545133332832,1.7061022666666759,2.375512699999642,4.1932372333339645,2.531730699999457,-1.0,17.199104,52.334592,11.657216,85.89312,177.02912,168.062976,-1.0,3688.537777777778,98.01,136.89,47.61000000000001,52.80444444444444,67.24
2024-03-05 12:35:00,-1.0,5.743517666663441,44.21545133332832,1.5521796333331395,2.5812771666669696,4.34977789999967,2.531730699999457,-1.0,17.199104,52.334592,11.763712,85.89312,179.286016,168.062976,-1.0,3688.537777777778,98.01,136.89,23.68444444444444,94.08999999999999,181.35111111111112
2024-03-05 12:35:05,-1.0,6.505494333335566,26.823984833337512,1.5521796333331395,2.5812771666669696,4.34977789999967,2.531730699999457,-1.0,17.199104,52.432896,11.763712,85.89312,179.286016,168.062976,-1.0,2106.809999999999,98.01,129.95999999999998,23.68444444444444,94.08999999999999,181.35111111111112
2024-03-05 12:35:10,-1.0,6.505494333335567,26.823984833337516,1.5521796333331395,2.5812771666669696,4.34977789999967,3.979757033333916,-1.0,17.199104,52.432896,11.763712,85.89312,179.286016,168.18176,-1.0,2106.81,133.01777777777778,129.96,23.68444444444444,94.08999999999999,181.35111111111112
2024-03-05 12:35:15,-1.0,6.505494333335567,26.823984833337516,1.5521796333331395,2.5812771666669696,4.34977789999967,3.979757033333916,-1.0,17.199104,52.432896,11.763712,85.89312,179.286016,168.18176,-1.0,2106.81,133.01777777777778,129.96,23.68444444444444,94.08999999999999,181.35111111111112
2024-03-05 12:35:20,-1.0,6.505494333335567,26.823984833337516,1.5521796333331395,2.5812771666669696,4.34977789999967,3.979757033333916,-1.0,17.199104,52.432896,11.763712,85.89312,179.286016,168.18176,-1.0,2106.81,133.01777777777778,129.96,23.68444444444444,94.08999999999999,181.35111111111112
