timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,ratings-v1-5b6b66f9b5-b5jrm_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,ratings-v1-5b6b66f9b5-b5jrm_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,ratings-v1-5b6b66f9b5-b5jrm_network,reviews-v2-6ccf99c555-fqvhb_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v1-7b76c4f45d-x9mxc_network
2024-03-06 01:30:03,6.413769133329575,45.87156340000244,1.7257103333349733,-1.0,2.52145123333302,5.398535599999832,2.4157172333332255,24.133632,55.296,17.063936,-1.0,86.433792,328.884224,318.984192,181.35111111111112,196.93444444444444,8451.737777777778,-1.0,141.61,59.80444444444444,125.43999999999998
2024-03-06 01:30:08,6.413769133329575,45.87156340000244,1.7257103333349733,-1.0,2.52145123333302,5.398535599999832,2.4157172333332255,24.133632,55.296,17.063936,-1.0,86.433792,328.884224,318.984192,181.35111111111112,196.93444444444444,8451.737777777778,-1.0,141.61,59.80444444444444,125.43999999999998
2024-03-06 01:30:13,6.413769133329575,45.87156340000244,1.7257103333349733,-1.0,2.52145123333302,5.398535599999832,2.4157172333332255,24.133632,55.296,17.063936,-1.0,86.433792,328.884224,318.984192,181.35111111111112,196.93444444444444,8451.737777777778,-1.0,141.61,59.80444444444444,125.43999999999998
2024-03-06 01:30:18,5.163763933342126,45.13942303333352,1.7257103333349733,-1.0,2.52145123333302,5.398535599999832,6.1382490333320066,24.117248,55.083008,17.063936,-1.0,86.433792,328.884224,319.11936,170.73777777777786,196.93444444444444,3484.934444444446,-1.0,74.53444444444443,59.80444444444444,125.43999999999998
2024-03-06 01:30:23,5.163763933342126,45.13942303333352,2.0166718333333242,-1.0,2.0859021333336614,5.224569566667014,6.1382490333320066,24.117248,55.083008,16.494592,-1.0,86.286336,328.896512,319.11936,170.73777777777786,128.44444444444446,3484.934444444446,-1.0,74.53444444444443,117.36111111111113,15.209999999999999
2024-03-06 01:30:28,5.163763933342125,45.139423033333514,2.0166718333333242,-1.0,2.0859021333336614,5.224569566667014,6.1382490333320066,24.117248,55.083008,16.494592,-1.0,86.286336,328.896512,319.11936,170.73777777777778,128.44444444444446,3484.934444444444,-1.0,74.53444444444443,117.36111111111113,15.209999999999999
2024-03-06 01:30:33,5.163763933342125,45.139423033333514,2.0166718333333242,-1.0,2.0859021333336614,5.224569566667014,6.1382490333320066,24.117248,55.083008,16.494592,-1.0,86.286336,328.896512,319.11936,170.73777777777778,128.44444444444446,3484.934444444444,-1.0,74.53444444444443,117.36111111111113,15.209999999999999
2024-03-06 01:30:38,5.163763933342125,45.139423033333514,2.0166718333333242,-1.0,2.0859021333336614,5.224569566667014,6.1382490333320066,24.117248,55.083008,16.494592,-1.0,86.286336,328.896512,319.11936,170.73777777777778,128.44444444444446,3484.934444444444,-1.0,74.53444444444443,117.36111111111113,15.209999999999999
2024-03-06 01:30:43,5.163763933342125,45.139423033333514,2.0166718333333242,-1.0,2.0859021333336614,5.224569566667014,6.1382490333320066,24.117248,55.083008,16.494592,-1.0,86.286336,328.896512,319.11936,170.73777777777778,128.44444444444446,3484.934444444444,-1.0,74.53444444444443,117.36111111111113,15.209999999999999
2024-03-06 01:30:48,8.156344666667794,45.57824666666573,2.0166718333333242,-1.0,2.0859021333336614,5.224569566667014,4.51133600000162,24.117248,55.201792,16.494592,-1.0,86.286336,328.896512,319.234048,49.4677777777778,128.44444444444446,1034.6944444444448,-1.0,162.13777777777776,117.36111111111113,15.209999999999999
2024-03-06 01:30:53,8.156344666667794,45.57824666666573,1.4018501333339373,-1.0,2.5527225333329775,4.759826966666954,4.51133600000162,24.117248,55.201792,16.535552,-1.0,86.09792,328.900608,319.234048,49.4677777777778,113.06777777777776,1034.6944444444448,-1.0,162.13777777777776,36.401111111111106,102.00999999999999
2024-03-06 01:30:58,8.156344666667792,45.57824666666572,1.4018501333339373,-1.0,2.5527225333329775,4.759826966666954,4.51133600000162,24.117248,55.201792,16.535552,-1.0,86.09792,328.900608,319.234048,49.467777777777776,113.06777777777776,1034.6944444444443,-1.0,162.13777777777776,36.401111111111106,102.00999999999999
2024-03-06 01:31:03,8.156344666667792,45.57824666666572,1.4018501333339373,-1.0,2.5527225333329775,4.759826966666954,4.51133600000162,24.117248,55.201792,16.535552,-1.0,86.09792,328.900608,319.234048,49.467777777777776,113.06777777777776,1034.6944444444443,-1.0,162.13777777777776,36.401111111111106,102.00999999999999
2024-03-06 01:31:08,8.156344666667792,45.57824666666572,1.4018501333339373,-1.0,2.5527225333329775,4.759826966666954,4.51133600000162,24.117248,55.201792,16.535552,-1.0,86.09792,328.900608,319.234048,49.467777777777776,113.06777777777776,1034.6944444444443,-1.0,162.13777777777776,36.401111111111106,102.00999999999999
2024-03-06 01:31:13,8.156344666667792,45.57824666666572,1.4018501333339373,-1.0,2.5527225333329775,4.759826966666954,4.51133600000162,24.117248,55.201792,16.535552,-1.0,86.09792,328.900608,319.234048,49.467777777777776,113.06777777777776,1034.6944444444443,-1.0,162.13777777777776,36.401111111111106,102.00999999999999
2024-03-06 01:31:18,5.2092951666660765,53.7780668666604,1.4018501333339373,-1.0,2.5527225333329775,4.759826966666954,4.472533166665471,24.129536,55.201792,16.535552,-1.0,86.09792,328.900608,319.32416,179.56000000000012,113.06777777777776,5088.444444444446,-1.0,188.60444444444443,36.401111111111106,102.00999999999999
2024-03-06 01:31:23,5.2092951666660765,53.7780668666604,2.15417396666453,-1.0,1.6474708333333865,4.58802146666623,4.472533166665471,24.129536,55.201792,16.003072,-1.0,86.09792,328.92928,319.32416,179.56000000000012,183.1511111111111,5088.444444444446,-1.0,188.60444444444443,74.53444444444443,66.69444444444443
2024-03-06 01:31:28,5.209295166666076,53.77806686666039,2.15417396666453,-1.0,1.6474708333333865,4.58802146666623,4.472533166665471,24.129536,55.201792,16.003072,-1.0,86.09792,328.92928,319.32416,179.56,183.1511111111111,5088.444444444443,-1.0,188.60444444444443,74.53444444444443,66.69444444444443
2024-03-06 01:31:33,5.209295166666076,53.77806686666039,2.15417396666453,-1.0,1.6474708333333865,4.58802146666623,4.472533166665471,24.129536,55.201792,16.003072,-1.0,86.09792,328.92928,319.32416,179.56,183.1511111111111,5088.444444444443,-1.0,188.60444444444443,74.53444444444443,66.69444444444443
2024-03-06 01:31:38,5.209295166666076,53.77806686666039,2.15417396666453,-1.0,1.6474708333333865,4.58802146666623,4.472533166665471,24.129536,55.201792,16.003072,-1.0,86.09792,328.92928,319.32416,179.56,183.1511111111111,5088.444444444443,-1.0,188.60444444444443,74.53444444444443,66.69444444444443
2024-03-06 01:31:43,5.209295166666076,53.77806686666039,2.15417396666453,-1.0,1.6474708333333865,4.58802146666623,4.472533166665471,24.129536,55.201792,16.003072,-1.0,86.09792,328.92928,319.32416,179.56,183.1511111111111,5088.444444444443,-1.0,188.60444444444443,74.53444444444443,66.69444444444443
2024-03-06 01:31:48,3.146444133335536,31.77585900000395,2.15417396666453,-1.0,1.6474708333333865,4.58802146666623,4.679507333332822,24.129536,55.31648,16.003072,-1.0,86.09792,328.92928,319.483904,232.05444444444458,183.1511111111111,8250.694444444447,-1.0,170.73777777777778,74.53444444444443,66.69444444444443
2024-03-06 01:31:53,3.146444133335536,31.77585900000395,2.008057799995792,-1.0,2.3602935333334094,6.806764633334221,4.679507333332822,24.129536,55.31648,16.5888,-1.0,86.09792,329.068544,319.483904,232.05444444444458,215.1111111111111,8250.694444444447,-1.0,170.73777777777778,71.12111111111112,106.77777777777779
2024-03-06 01:31:58,3.1464441333355353,31.775859000003944,2.008057799995792,-1.0,2.3602935333334094,6.806764633334221,4.679507333332822,24.129536,55.31648,16.5888,-1.0,86.09792,329.068544,319.483904,232.0544444444444,215.1111111111111,8250.694444444443,-1.0,170.73777777777778,71.12111111111112,106.77777777777779
2024-03-06 01:32:03,3.1464441333355353,31.775859000003944,2.008057799995792,-1.0,2.3602935333334094,6.806764633334221,4.679507333332822,24.129536,55.31648,16.5888,-1.0,86.09792,329.068544,319.483904,232.0544444444444,215.1111111111111,8250.694444444443,-1.0,170.73777777777778,71.12111111111112,106.77777777777779
2024-03-06 01:32:08,3.1464441333355353,31.775859000003944,2.008057799995792,-1.0,2.3602935333334094,6.806764633334221,4.679507333332822,24.129536,55.31648,16.5888,-1.0,86.09792,329.068544,319.483904,232.0544444444444,215.1111111111111,8250.694444444443,-1.0,170.73777777777778,71.12111111111112,106.77777777777779
2024-03-06 01:32:13,3.1464441333355353,31.775859000003944,2.008057799995792,-1.0,2.3602935333334094,6.806764633334221,4.679507333332822,24.129536,55.31648,16.5888,-1.0,86.09792,329.068544,319.483904,232.0544444444444,215.1111111111111,8250.694444444443,-1.0,170.73777777777778,71.12111111111112,106.77777777777779
2024-03-06 01:32:18,8.938635166653818,37.8353819333294,2.008057799995792,-1.0,2.3602935333334094,6.806764633334221,4.068342266666984,24.117248,55.087104,16.5888,-1.0,86.09792,329.068544,319.52896,109.55111111111115,215.1111111111111,3379.484444444446,-1.0,180.45444444444445,71.12111111111112,106.77777777777779
2024-03-06 01:32:23,8.938635166653818,37.8353819333294,1.9184224333381885,-1.0,2.2721606000004613,4.796786699999226,4.068342266666984,24.117248,55.087104,16.0768,-1.0,86.09792,329.248768,319.52896,109.55111111111115,207.36,3379.484444444446,-1.0,180.45444444444445,58.777777777777786,19.95111111111111
2024-03-06 01:32:28,8.938635166653814,37.835381933329394,1.9184224333381885,-1.0,2.2721606000004613,4.796786699999226,4.068342266666984,24.117248,55.087104,16.0768,-1.0,86.09792,329.248768,319.52896,109.55111111111111,207.36,3379.4844444444443,-1.0,180.45444444444445,58.777777777777786,19.95111111111111
2024-03-06 01:32:33,8.938635166653814,37.835381933329394,1.9184224333381885,-1.0,2.2721606000004613,4.796786699999226,4.068342266666984,24.117248,55.087104,16.0768,-1.0,86.09792,329.248768,319.52896,109.55111111111111,207.36,3379.4844444444443,-1.0,180.45444444444445,58.777777777777786,19.95111111111111
2024-03-06 01:32:38,8.938635166653814,37.835381933329394,1.9184224333381885,-1.0,2.2721606000004613,4.796786699999226,4.068342266666984,24.117248,55.087104,16.0768,-1.0,86.09792,329.248768,319.52896,109.55111111111111,207.36,3379.4844444444443,-1.0,180.45444444444445,58.777777777777786,19.95111111111111
2024-03-06 01:32:43,8.938635166653814,37.835381933329394,1.9184224333381885,-1.0,2.2721606000004613,4.796786699999226,4.068342266666984,24.117248,55.087104,16.0768,-1.0,86.09792,329.248768,319.52896,109.55111111111111,207.36,3379.4844444444443,-1.0,180.45444444444445,58.777777777777786,19.95111111111111
2024-03-06 01:32:48,4.959372600008768,58.61744106666721,1.9184224333381885,-1.0,2.2721606000004613,4.796786699999226,3.687806933334059,24.215552,55.0912,16.0768,-1.0,86.09792,329.248768,319.627264,211.21777777777788,207.36,2490.0100000000007,-1.0,261.36111111111114,58.777777777777786,19.95111111111111
2024-03-06 01:32:53,4.959372600008768,58.61744106666721,0.8229451333287822,-1.0,1.7984579999999064,4.900837400000077,3.687806933334059,24.215552,55.0912,16.7936,-1.0,86.09792,329.326592,319.627264,211.21777777777788,71.68444444444445,2490.0100000000007,-1.0,261.36111111111114,153.76000000000002,101.33777777777777
2024-03-06 01:32:58,4.959372600008767,58.6174410666672,0.8229451333287822,-1.0,1.7984579999999064,4.900837400000077,3.687806933334059,24.215552,55.0912,16.7936,-1.0,86.09792,329.326592,319.627264,211.21777777777777,71.68444444444445,2490.0099999999998,-1.0,261.36111111111114,153.76000000000002,101.33777777777777
2024-03-06 01:33:03,4.959372600008767,58.6174410666672,0.8229451333287822,-1.0,1.7984579999999064,4.900837400000077,3.687806933334059,24.215552,55.0912,16.7936,-1.0,86.09792,329.326592,319.627264,211.21777777777777,71.68444444444445,2490.0099999999998,-1.0,261.36111111111114,153.76000000000002,101.33777777777777
2024-03-06 01:33:08,4.959372600008767,58.6174410666672,0.8229451333287822,-1.0,1.7984579999999064,4.900837400000077,3.687806933334059,24.215552,55.0912,16.7936,-1.0,86.09792,329.326592,319.627264,211.21777777777777,71.68444444444445,2490.0099999999998,-1.0,261.36111111111114,153.76000000000002,101.33777777777777
2024-03-06 01:33:13,4.959372600008767,58.6174410666672,0.8229451333287822,-1.0,1.7984579999999064,4.900837400000077,3.687806933334059,24.215552,55.0912,16.7936,-1.0,86.09792,329.326592,319.627264,211.21777777777777,71.68444444444445,2490.0099999999998,-1.0,261.36111111111114,153.76000000000002,101.33777777777777
2024-03-06 01:33:18,7.109292466657282,22.688797700000883,0.8229451333287822,-1.0,1.7984579999999064,4.900837400000077,3.5019945666666294,24.117248,55.0912,16.7936,-1.0,86.09792,329.326592,319.6928,58.26777777777781,71.68444444444445,2735.290000000002,-1.0,165.5511111111111,153.76000000000002,101.33777777777777
2024-03-06 01:33:23,7.109292466657282,22.688797700000883,1.9991863333340614,-1.0,2.0463494999991854,4.878562333334457,3.5019945666666294,24.117248,55.0912,16.32256,-1.0,86.09792,329.510912,319.6928,58.26777777777781,144.8011111111111,2735.290000000002,-1.0,165.5511111111111,65.61,65.07111111111111
