timestamp,productpage-v1_details-v1&p50,istio-ingressgateway_productpage-v1&p50,reviews-v2_ratings-v1&p50,reviews-v3_ratings-v1&p50,productpage-v1_reviews-v1&p50,productpage-v1_reviews-v2&p50,productpage-v1_reviews-v3&p50,productpage-v1_details-v1&p90,istio-ingressgateway_productpage-v1&p90,reviews-v2_ratings-v1&p90,reviews-v3_ratings-v1&p90,productpage-v1_reviews-v1&p90,productpage-v1_reviews-v2&p90,productpage-v1_reviews-v3&p90,productpage-v1_details-v1&p99,istio-ingressgateway_productpage-v1&p99,reviews-v2_ratings-v1&p99,reviews-v3_ratings-v1&p99,productpage-v1_reviews-v1&p99,productpage-v1_reviews-v2&p99,productpage-v1_reviews-v3&p99
2024-03-06 08:30:05,2.2783505154639174,18.909090909090907,1.0588235294117645,0.5,1.166666666666666,3.2295081967213117,7.5390625,35.571428571428584,68.38709677419354,4.211764705882354,4.2,4.233333333333333,5.142857142857146,9.6328125,48.557142857142864,96.83870967741936,4.921176470588234,4.919999999999999,4.923333333333333,9.51428571428571,19.974999999999937
2024-03-06 08:30:10,2.2783505154639174,18.909090909090907,0.47727272727272724,0.4848484848484849,1.4864864864864868,3.2068965517241383,7.5,35.571428571428584,68.38709677419354,4.16,4.174193548387096,4.297297297297298,4.972413793103449,9.631147540983608,48.557142857142864,96.83870967741936,4.916,4.91741935483871,4.929729729729731,9.466666666666672,20.12500000000005
2024-03-06 08:30:15,2.5882352941176476,18.909090909090907,0.47727272727272724,0.4848484848484849,1.4864864864864868,3.2068965517241383,7.5,35.6818181818182,68.38709677419354,4.16,4.174193548387096,4.297297297297298,4.972413793103449,9.631147540983608,48.56818181818183,96.83870967741936,4.916,4.91741935483871,4.929729729729731,9.466666666666672,20.12500000000005
2024-03-06 08:30:20,2.485148514851485,18.6890243902439,0.47727272727272724,0.5,1.4000000000000001,3.25,7.457627118644068,33.660714285714306,60.41666666666673,4.16,4.200000000000001,4.28,5.583333333333336,9.559322033898306,48.36607142857143,96.04166666666666,4.916,4.92,4.928000000000001,15.550000000000008,15.700000000000117
2024-03-06 08:30:25,2.485148514851485,18.6890243902439,0.5,1.0624999999999998,1.2424242424242427,3.2758620689655173,7.2272727272727275,33.660714285714306,60.41666666666673,4.2,4.2125,4.24848484848485,6.166666666666665,9.51818181818182,48.36607142857143,96.04166666666666,4.919999999999999,4.921250000000001,4.924848484848486,20.049999999999926,15.550000000000134
2024-03-06 08:30:30,2.1428571428571432,18.6890243902439,0.5,1.0624999999999998,1.2424242424242427,3.2758620689655173,7.2272727272727275,32.03703703703705,60.41666666666673,4.2,4.2125,4.24848484848485,6.166666666666665,9.51818181818182,48.2037037037037,96.04166666666666,4.919999999999999,4.921250000000001,4.924848484848486,20.049999999999926,15.550000000000134
2024-03-06 08:30:35,2.431372549019608,19.520958083832333,0.4729729729729729,0.4662162162162162,1.5499999999999998,3.4137931034482754,7.291666666666666,36.8125,75.90909090909093,4.1515151515151505,4.137499999999999,4.3100000000000005,7.499999999999993,9.591666666666665,48.681250000000006,97.5909090909091,4.915151515151514,4.913749999999999,4.930999999999999,19.74999999999996,19.824999999999953
2024-03-06 08:30:40,2.431372549019608,19.520958083832333,0.4930555555555556,0.5,0.5,3.406779661016949,7.535211267605633,36.8125,75.90909090909093,4.188571428571429,4.2,4.199999999999999,7.449999999999999,9.619718309859156,48.681250000000006,97.5909090909091,4.918857142857142,4.92,4.92,19.675000000000004,19.449999999999992
2024-03-06 08:30:45,2.803571428571429,19.520958083832333,0.4930555555555556,0.5,0.5,3.406779661016949,7.535211267605633,38.85,75.90909090909093,4.188571428571429,4.2,4.199999999999999,7.449999999999999,9.619718309859156,48.88499999999999,97.5909090909091,4.918857142857142,4.92,4.92,19.675000000000004,19.449999999999992
2024-03-06 08:30:50,2.794392523364486,19.892638036809814,0.4930555555555556,1.0540540540540546,0.4802631578947369,3.2903225806451615,7.5,39.10000000000001,78.49999999999999,4.188571428571429,4.210810810810811,4.165714285714286,6.187500000000003,9.557142857142859,48.91,97.85000000000001,4.918857142857142,4.9210810810810806,4.916571428571428,14.350000000000078,14.200000000000095
