timestamp,details-v1-b788479c5-4qj87_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-4qj87_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-4qj87_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 11:05:00,-1.0,5.207645899993925,46.35329993333244,1.9165949999999061,2.2418461333335435,2.441690133333433,5.886679500000014,-1.0,17.158144,52.137984,10.969088,86.142976,155.52512,151.752704,-1.0,2977.5211111111116,152.11111111111111,140.0277777777778,11.334444444444445,59.80444444444444,179.56
2024-03-05 11:05:05,-1.0,5.588620466672484,39.23705723333341,1.9165949999999061,2.2418461333335435,2.441690133333433,5.886679500000014,-1.0,17.158144,52.252672,10.969088,86.142976,155.52512,151.752704,-1.0,3608.004444444443,152.11111111111111,168.1344444444444,11.334444444444445,59.80444444444444,179.56
2024-03-05 11:05:10,-1.0,5.588620466672485,39.23705723333342,1.9165949999999061,2.2418461333335435,2.441690133333433,4.093575466666739,-1.0,17.158144,52.252672,10.969088,86.142976,155.52512,151.846912,-1.0,3608.0044444444447,115.92111111111113,168.13444444444445,11.334444444444445,59.80444444444444,179.56
2024-03-05 11:05:15,-1.0,5.588620466672485,39.23705723333342,1.9165949999999061,2.2418461333335435,2.441690133333433,4.093575466666739,-1.0,17.158144,52.252672,10.969088,86.142976,155.52512,151.846912,-1.0,3608.0044444444447,115.92111111111113,168.13444444444445,11.334444444444445,59.80444444444444,179.56
2024-03-05 11:05:20,-1.0,5.588620466672485,39.23705723333342,1.9165949999999061,2.2418461333335435,2.441690133333433,4.093575466666739,-1.0,17.158144,52.252672,10.969088,86.142976,155.52512,151.846912,-1.0,3608.0044444444447,115.92111111111113,168.13444444444445,11.334444444444445,59.80444444444444,179.56
2024-03-05 11:05:25,-1.0,5.588620466672485,39.23705723333342,1.9165949999999061,2.2418461333335435,2.441690133333433,4.093575466666739,-1.0,17.158144,52.252672,10.969088,86.142976,155.52512,151.846912,-1.0,3608.0044444444447,115.92111111111113,168.13444444444445,11.334444444444445,59.80444444444444,179.56
2024-03-05 11:05:30,-1.0,5.588620466672485,39.23705723333342,1.0235274333332711,2.0919174666663785,7.057426633333345,4.093575466666739,-1.0,17.158144,52.252672,10.752,86.155264,155.594752,151.846912,-1.0,3608.0044444444447,115.92111111111113,168.13444444444445,48.071111111111115,71.12111111111112,197.8711111111111
2024-03-05 11:05:35,-1.0,5.649658233339019,33.17694163333347,1.0235274333332711,2.0919174666663785,7.057426633333345,4.093575466666739,-1.0,17.158144,52.252672,10.752,86.155264,155.594752,151.846912,-1.0,4104.537777777778,115.92111111111113,124.69444444444439,48.071111111111115,71.12111111111112,197.8711111111111
2024-03-05 11:05:40,-1.0,5.64965823333902,33.17694163333348,1.0235274333332711,2.0919174666663785,7.057426633333345,2.089829966666912,-1.0,17.158144,52.252672,10.752,86.155264,155.594752,151.896064,-1.0,4104.537777777778,133.01777777777778,124.69444444444443,48.071111111111115,71.12111111111112,197.8711111111111
2024-03-05 11:05:45,-1.0,5.64965823333902,33.17694163333348,1.0235274333332711,2.0919174666663785,7.057426633333345,2.089829966666912,-1.0,17.158144,52.252672,10.752,86.155264,155.594752,151.896064,-1.0,4104.537777777778,133.01777777777778,124.69444444444443,48.071111111111115,71.12111111111112,197.8711111111111
