timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,productpage-v1-7fb564989f-vcr4j_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,productpage-v1-7fb564989f-vcr4j_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-xslvc_network,reviews-v1-7b76c4f45d-phxww_network,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-vcr4j_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-prbfv_network
2024-03-11 01:23:04,7.879420599995987,57.88139106666665,-1.0,2.0953806333333582,2.219794233333043,4.905261166666719,5.201827366666596,25.178112,51.372032,-1.0,15.171584,82.37056,177.17248,175.398912,28.444444444444443,3811.0044444444447,54.26777777777777,150.47111111111113,-1.0,86.49000000000001,188.60444444444443
2024-03-11 01:23:09,3.7469625000085216,57.88139106666665,-1.0,1.608438533332901,2.219794233333043,4.905261166666719,5.201827366666596,25.178112,51.372032,-1.0,14.25408,82.37056,177.17248,175.398912,28.444444444444443,3811.0044444444447,54.26777777777777,217.0711111111111,-1.0,123.9511111111111,188.60444444444443
2024-03-11 01:23:14,3.7469625000085216,57.88139106666665,-1.0,1.608438533332901,2.219794233333043,4.905261166666719,5.201827366666596,25.178112,51.372032,-1.0,14.25408,82.37056,177.17248,175.398912,28.444444444444443,3811.0044444444447,54.26777777777777,217.0711111111111,-1.0,123.9511111111111,188.60444444444443
2024-03-11 01:23:19,3.7469625000085216,57.88139106666665,-1.0,1.608438533332901,2.219794233333043,4.905261166666719,5.201827366666596,25.178112,51.372032,-1.0,14.25408,82.37056,177.17248,175.398912,28.444444444444443,3811.0044444444447,54.26777777777777,217.0711111111111,-1.0,123.9511111111111,188.60444444444443
2024-03-11 01:23:24,3.7469625000085216,57.88139106666665,-1.0,1.608438533332901,2.219794233333043,4.905261166666719,5.201827366666596,25.178112,51.372032,-1.0,14.25408,82.37056,177.17248,175.398912,28.444444444444443,3811.0044444444447,54.26777777777777,217.0711111111111,-1.0,123.9511111111111,188.60444444444443
2024-03-11 01:23:29,3.7469625000085216,74.28714246666661,-1.0,1.608438533332901,1.7262758999999999,5.529775933333288,5.10181136666669,25.178112,51.535872,-1.0,14.25408,82.37056,177.344512,175.521792,188.60444444444443,3600.0,30.987777777777776,217.0711111111111,-1.0,123.9511111111111,96.69444444444446
2024-03-11 01:23:34,3.7469625000085216,74.28714246666661,-1.0,1.608438533332901,1.7262758999999999,5.529775933333288,5.10181136666669,25.178112,51.535872,-1.0,14.25408,82.37056,177.344512,175.521792,188.60444444444443,3600.0,30.987777777777776,217.0711111111111,-1.0,123.9511111111111,96.69444444444446
2024-03-11 01:23:39,12.53684116666894,74.28714246666661,-1.0,1.7628091666665568,1.7262758999999999,5.529775933333288,5.10181136666669,25.194496,51.535872,-1.0,14.606336,82.37056,177.344512,175.521792,188.60444444444443,3600.0,30.987777777777776,238.1877777777778,-1.0,66.1511111111111,96.69444444444446
2024-03-11 01:23:44,12.53684116666894,74.28714246666661,-1.0,1.7628091666665568,1.7262758999999999,5.529775933333288,5.10181136666669,25.194496,51.535872,-1.0,14.606336,82.37056,177.344512,175.521792,188.60444444444443,3600.0,30.987777777777776,238.1877777777778,-1.0,66.1511111111111,96.69444444444446
2024-03-11 01:23:49,12.53684116666894,74.28714246666661,-1.0,1.7628091666665568,1.7262758999999999,5.529775933333288,5.10181136666669,25.194496,51.535872,-1.0,14.606336,82.37056,177.344512,175.521792,188.60444444444443,3600.0,30.987777777777776,238.1877777777778,-1.0,66.1511111111111,96.69444444444446
2024-03-11 01:23:54,12.53684116666894,74.28714246666661,-1.0,1.7628091666665568,1.7262758999999999,5.529775933333288,5.10181136666669,25.194496,51.535872,-1.0,14.606336,82.37056,177.344512,175.521792,188.60444444444443,3600.0,30.987777777777776,238.1877777777778,-1.0,66.1511111111111,96.69444444444446
2024-03-11 01:23:59,12.53684116666894,59.67604620000001,-1.0,1.7628091666665568,1.5080531333334573,4.715318433333475,5.531459933333356,25.194496,51.421184,-1.0,14.606336,82.37056,177.434624,175.607808,140.8177777777778,2076.3211111111113,24.66777777777778,238.1877777777778,-1.0,66.1511111111111,157.92111111111112
2024-03-11 01:24:04,12.53684116666894,59.67604620000001,-1.0,1.7628091666665568,1.5080531333334573,4.715318433333475,5.531459933333356,25.194496,51.421184,-1.0,14.606336,82.37056,177.434624,175.607808,140.8177777777778,2076.3211111111113,24.66777777777778,238.1877777777778,-1.0,66.1511111111111,157.92111111111112
2024-03-11 01:24:09,4.81992673332267,59.67604620000001,-1.0,1.83271020000196,1.5080531333334573,4.715318433333475,5.531459933333356,25.178112,51.421184,-1.0,15.106048,82.37056,177.434624,175.607808,140.8177777777778,2076.3211111111113,24.66777777777778,187.68999999999997,-1.0,119.53777777777778,157.92111111111112
2024-03-11 01:24:14,4.81992673332267,59.67604620000001,-1.0,1.83271020000196,1.5080531333334573,4.715318433333475,5.531459933333356,25.178112,51.421184,-1.0,15.106048,82.37056,177.434624,175.607808,140.8177777777778,2076.3211111111113,24.66777777777778,187.68999999999997,-1.0,119.53777777777778,157.92111111111112
2024-03-11 01:24:19,4.81992673332267,59.67604620000001,-1.0,1.83271020000196,1.5080531333334573,4.715318433333475,5.531459933333356,25.178112,51.421184,-1.0,15.106048,82.37056,177.434624,175.607808,140.8177777777778,2076.3211111111113,24.66777777777778,187.68999999999997,-1.0,119.53777777777778,157.92111111111112
2024-03-11 01:24:24,4.81992673332267,59.67604620000001,-1.0,1.83271020000196,1.5080531333334573,4.715318433333475,5.531459933333356,25.178112,51.421184,-1.0,15.106048,82.37056,177.434624,175.607808,140.8177777777778,2076.3211111111113,24.66777777777778,187.68999999999997,-1.0,119.53777777777778,157.92111111111112
2024-03-11 01:24:29,4.81992673332267,67.29585600000003,-1.0,1.83271020000196,1.8191741333334714,4.792500100000059,3.5396531666663122,25.178112,51.437568,-1.0,15.106048,82.37056,177.496064,175.661056,132.25,5055.209999999999,22.090000000000003,187.68999999999997,-1.0,119.53777777777778,135.33444444444444
2024-03-11 01:24:34,4.81992673332267,67.29585600000003,-1.0,1.83271020000196,1.8191741333334714,4.792500100000059,3.5396531666663122,25.178112,51.437568,-1.0,15.106048,82.37056,177.496064,175.661056,132.25,5055.209999999999,22.090000000000003,187.68999999999997,-1.0,119.53777777777778,135.33444444444444
2024-03-11 01:24:39,9.731655666670727,67.29585600000003,-1.0,2.2006741999992605,1.8191741333334714,4.792500100000059,3.5396531666663122,25.178112,51.437568,-1.0,14.78656,82.37056,177.496064,175.661056,132.25,5055.209999999999,22.090000000000003,176.89000000000001,-1.0,61.36111111111111,135.33444444444444
2024-03-11 01:24:44,9.731655666670727,67.29585600000003,-1.0,2.2006741999992605,1.8191741333334714,4.792500100000059,3.5396531666663122,25.178112,51.437568,-1.0,14.78656,82.37056,177.496064,175.661056,132.25,5055.209999999999,22.090000000000003,176.89000000000001,-1.0,61.36111111111111,135.33444444444444
2024-03-11 01:24:49,9.731655666670727,67.29585600000003,-1.0,2.2006741999992605,1.8191741333334714,4.792500100000059,3.5396531666663122,25.178112,51.437568,-1.0,14.78656,82.37056,177.496064,175.661056,132.25,5055.209999999999,22.090000000000003,176.89000000000001,-1.0,61.36111111111111,135.33444444444444
2024-03-11 01:24:54,9.731655666670727,67.29585600000003,-1.0,2.2006741999992605,1.8191741333334714,4.792500100000059,3.5396531666663122,25.178112,51.437568,-1.0,14.78656,82.37056,177.496064,175.661056,132.25,5055.209999999999,22.090000000000003,176.89000000000001,-1.0,61.36111111111111,135.33444444444444
2024-03-11 01:24:59,9.731655666670727,37.82905019999998,-1.0,2.2006741999992605,1.9603880666664966,4.789454999999521,6.183220066666688,25.178112,51.5072,-1.0,14.78656,82.37056,177.631232,175.788032,68.33777777777779,3700.694444444445,37.209999999999994,176.89000000000001,-1.0,61.36111111111111,110.9511111111111
2024-03-11 01:25:04,9.731655666670727,37.82905019999998,-1.0,2.2006741999992605,1.9603880666664966,4.789454999999521,6.183220066666688,25.178112,51.5072,-1.0,14.78656,82.37056,177.631232,175.788032,68.33777777777779,3700.694444444445,37.209999999999994,176.89000000000001,-1.0,61.36111111111111,110.9511111111111
2024-03-11 01:25:09,7.446045300002879,37.82905019999998,-1.0,1.7034469999998691,1.9603880666664966,4.789454999999521,6.183220066666688,25.178112,51.5072,-1.0,14.974976,82.37056,177.631232,175.788032,68.33777777777779,3700.694444444445,37.209999999999994,189.52111111111114,-1.0,81.0,110.9511111111111
2024-03-11 01:25:14,7.446045300002879,37.82905019999998,-1.0,1.7034469999998691,1.9603880666664966,4.789454999999521,6.183220066666688,25.178112,51.5072,-1.0,14.974976,82.37056,177.631232,175.788032,68.33777777777779,3700.694444444445,37.209999999999994,189.52111111111114,-1.0,81.0,110.9511111111111
2024-03-11 01:25:19,7.446045300002879,37.82905019999998,-1.0,1.7034469999998691,1.9603880666664966,4.789454999999521,6.183220066666688,25.178112,51.5072,-1.0,14.974976,82.37056,177.631232,175.788032,68.33777777777779,3700.694444444445,37.209999999999994,189.52111111111114,-1.0,81.0,110.9511111111111
2024-03-11 01:25:24,7.446045300002879,37.82905019999998,-1.0,1.7034469999998691,1.9603880666664966,4.789454999999521,6.183220066666688,25.178112,51.5072,-1.0,14.974976,82.37056,177.631232,175.788032,68.33777777777779,3700.694444444445,37.209999999999994,189.52111111111114,-1.0,81.0,110.9511111111111
2024-03-11 01:25:29,7.446045300002879,70.81503050000002,-1.0,1.7034469999998691,1.5750854333333564,2.9982078333337845,4.8520010333334085,25.178112,51.605504,-1.0,14.974976,82.37056,177.676288,175.898624,162.13777777777776,5338.737777777777,36.80444444444444,189.52111111111114,-1.0,81.0,115.20444444444442
2024-03-11 01:25:34,7.446045300002879,70.81503050000002,-1.0,1.7034469999998691,1.5750854333333564,2.9982078333337845,4.8520010333334085,25.178112,51.605504,-1.0,14.974976,82.37056,177.676288,175.898624,162.13777777777776,5338.737777777777,36.80444444444444,189.52111111111114,-1.0,81.0,115.20444444444442
2024-03-11 01:25:39,4.99076266666331,70.81503050000002,-1.0,1.7102529666658484,1.5750854333333564,2.9982078333337845,4.8520010333334085,25.178112,51.605504,-1.0,14.483456,82.37056,177.676288,175.898624,162.13777777777776,5338.737777777777,36.80444444444444,152.93444444444447,-1.0,37.209999999999994,115.20444444444442
2024-03-11 01:25:44,4.99076266666331,70.81503050000002,-1.0,1.7102529666658484,1.5750854333333564,2.9982078333337845,4.8520010333334085,25.178112,51.605504,-1.0,14.483456,82.37056,177.676288,175.898624,162.13777777777776,5338.737777777777,36.80444444444444,152.93444444444447,-1.0,37.209999999999994,115.20444444444442
2024-03-11 01:25:49,4.99076266666331,70.81503050000002,-1.0,1.7102529666658484,1.5750854333333564,2.9982078333337845,4.8520010333334085,25.178112,51.605504,-1.0,14.483456,82.37056,177.676288,175.898624,162.13777777777776,5338.737777777777,36.80444444444444,152.93444444444447,-1.0,37.209999999999994,115.20444444444442
2024-03-11 01:25:54,4.99076266666331,70.81503050000002,-1.0,1.7102529666658484,1.5750854333333564,2.9982078333337845,4.8520010333334085,25.178112,51.605504,-1.0,14.483456,82.37056,177.676288,175.898624,162.13777777777776,5338.737777777777,36.80444444444444,152.93444444444447,-1.0,37.209999999999994,115.20444444444442
2024-03-11 01:25:59,4.99076266666331,79.91000750000008,-1.0,1.7102529666658484,1.566590399999749,4.480361366665875,4.733776833333536,25.178112,51.605504,-1.0,14.483456,82.37056,177.82784,176.103424,90.88444444444444,3668.3211111111113,42.684444444444445,152.93444444444447,-1.0,37.209999999999994,104.7211111111111
2024-03-11 01:26:04,4.99076266666331,79.91000750000008,-1.0,1.7102529666658484,1.566590399999749,4.480361366665875,4.733776833333536,25.178112,51.605504,-1.0,14.483456,82.37056,177.82784,176.103424,90.88444444444444,3668.3211111111113,42.684444444444445,152.93444444444447,-1.0,37.209999999999994,104.7211111111111
2024-03-11 01:26:09,11.985903133336251,79.91000750000008,-1.0,1.918100833332422,1.566590399999749,4.480361366665875,4.733776833333536,25.178112,51.605504,-1.0,14.7456,82.37056,177.82784,176.103424,90.88444444444444,3668.3211111111113,42.684444444444445,168.13444444444445,-1.0,111.65444444444444,104.7211111111111
2024-03-11 01:26:14,11.985903133336251,79.91000750000008,-1.0,1.918100833332422,1.566590399999749,4.480361366665875,4.733776833333536,25.178112,51.605504,-1.0,14.7456,82.37056,177.82784,176.103424,90.88444444444444,3668.3211111111113,42.684444444444445,168.13444444444445,-1.0,111.65444444444444,104.7211111111111
2024-03-11 01:26:19,11.985903133336251,79.91000750000008,-1.0,1.918100833332422,1.566590399999749,4.480361366665875,4.733776833333536,25.178112,51.605504,-1.0,14.7456,82.37056,177.82784,176.103424,90.88444444444444,3668.3211111111113,42.684444444444445,168.13444444444445,-1.0,111.65444444444444,104.7211111111111
2024-03-11 01:26:24,11.985903133336251,79.91000750000008,-1.0,1.918100833332422,1.566590399999749,4.480361366665875,4.733776833333536,25.178112,51.605504,-1.0,14.7456,82.37056,177.82784,176.103424,90.88444444444444,3668.3211111111113,42.684444444444445,168.13444444444445,-1.0,111.65444444444444,104.7211111111111
2024-03-11 01:26:29,11.985903133336251,62.49501626666666,-1.0,1.918100833332422,2.011507766666891,7.07095200000083,5.456638366666766,25.178112,51.720192,-1.0,14.7456,82.37056,177.975296,176.20992,162.9877777777778,2962.9877777777774,13.20111111111111,168.13444444444445,-1.0,111.65444444444444,90.25
2024-03-11 01:26:34,11.985903133336251,62.49501626666666,-1.0,1.918100833332422,2.011507766666891,7.07095200000083,5.456638366666766,25.178112,51.720192,-1.0,14.7456,82.37056,177.975296,176.20992,162.9877777777778,2962.9877777777774,13.20111111111111,168.13444444444445,-1.0,111.65444444444444,90.25
2024-03-11 01:26:39,4.021788566660689,62.49501626666666,-1.0,2.4167261000002327,2.011507766666891,7.07095200000083,5.456638366666766,25.178112,51.720192,-1.0,14.692352,82.37056,177.975296,176.20992,162.9877777777778,2962.9877777777774,13.20111111111111,45.78777777777778,-1.0,91.52111111111111,90.25
2024-03-11 01:26:44,4.021788566660689,62.49501626666666,-1.0,2.4167261000002327,2.011507766666891,7.07095200000083,5.456638366666766,25.178112,51.720192,-1.0,14.692352,82.37056,177.975296,176.20992,162.9877777777778,2962.9877777777774,13.20111111111111,45.78777777777778,-1.0,91.52111111111111,90.25
2024-03-11 01:26:49,4.021788566660689,62.49501626666666,-1.0,2.4167261000002327,2.011507766666891,7.07095200000083,5.456638366666766,25.178112,51.720192,-1.0,14.692352,82.37056,177.975296,176.20992,162.9877777777778,2962.9877777777774,13.20111111111111,45.78777777777778,-1.0,91.52111111111111,90.25
