timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-qcktl_cpu,reviews-v3-5fd56449d8-npw75_cpu,reviews-v2-7b4f9d8cb4-492mr_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-qcktl_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v2-7b4f9d8cb4-492mr_memory,reviews-v3-5fd56449d8-npw75_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-phxww_network,reviews-v2-7b4f9d8cb4-492mr_network,productpage-v1-7fb564989f-xslvc_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-qcktl_network
2024-03-11 08:24:01,6.668820699997013,59.56264813333594,1.9179946000046282,2.2546120333335766,-1.0,6.39685356666746,17.54206003333335,25.214976,55.697408,15.351808,91.660288,-1.0,270.671872,80.674816,176.89000000000001,198.81,55.751111111111115,102.68444444444444,3132.267777777778,55.751111111111115,-1.0
2024-03-11 08:24:06,6.668820699997013,59.56264813333594,1.9179946000046282,2.2546120333335766,-1.0,6.39685356666746,17.54206003333335,25.214976,55.697408,15.351808,91.660288,-1.0,270.671872,80.674816,176.89000000000001,198.81,55.751111111111115,102.68444444444444,3132.267777777778,55.751111111111115,-1.0
2024-03-11 08:24:11,6.668820699997013,59.56264813333594,1.9179946000046282,2.2546120333335766,-1.0,6.39685356666746,17.54206003333335,25.214976,55.697408,15.351808,91.660288,-1.0,270.671872,80.674816,176.89000000000001,198.81,55.751111111111115,102.68444444444444,3132.267777777778,55.751111111111115,-1.0
2024-03-11 08:24:16,5.201448466656682,59.56264813333594,1.0267840666680668,2.2546120333335766,-1.0,6.39685356666746,41.45423989999996,25.214976,55.697408,15.31904,91.660288,-1.0,270.671872,81.477632,176.89000000000001,130.72111111111116,55.751111111111115,122.47111111111114,3132.267777777778,31.73444444444446,-1.0
2024-03-11 08:24:21,5.201448466656682,59.56264813333594,1.0267840666680668,2.2546120333335766,-1.0,6.39685356666746,41.45423989999996,25.214976,55.697408,15.31904,91.660288,-1.0,270.671872,81.477632,176.89000000000001,130.72111111111116,55.751111111111115,122.47111111111114,3132.267777777778,31.73444444444446,-1.0
2024-03-11 08:24:26,5.201448466656681,66.43867699999646,1.0267840666680665,1.9110250666661461,-1.0,5.2797368999999135,41.454239899999955,25.214976,55.468032,15.31904,91.660288,-1.0,270.782464,81.477632,145.60444444444443,130.72111111111113,48.071111111111115,122.4711111111111,5600.027777777777,31.73444444444445,-1.0
2024-03-11 08:24:31,5.201448466656681,66.43867699999646,1.0267840666680665,1.9110250666661461,-1.0,5.2797368999999135,41.454239899999955,25.214976,55.468032,15.31904,91.660288,-1.0,270.782464,81.477632,145.60444444444443,130.72111111111113,48.071111111111115,122.4711111111111,5600.027777777777,31.73444444444445,-1.0
2024-03-11 08:24:36,5.201448466656681,66.43867699999646,1.0267840666680665,1.9110250666661461,-1.0,5.2797368999999135,41.454239899999955,25.214976,55.468032,15.31904,91.660288,-1.0,270.782464,81.477632,145.60444444444443,130.72111111111113,48.071111111111115,122.4711111111111,5600.027777777777,31.73444444444445,-1.0
2024-03-11 08:24:41,5.201448466656681,66.43867699999646,1.0267840666680665,1.9110250666661461,-1.0,5.2797368999999135,41.454239899999955,25.214976,55.468032,15.31904,91.660288,-1.0,270.782464,81.477632,145.60444444444443,130.72111111111113,48.071111111111115,122.4711111111111,5600.027777777777,31.73444444444445,-1.0
2024-03-11 08:24:46,5.981757700010349,66.43867699999646,2.0757788999920503,1.9110250666661461,-1.0,5.2797368999999135,15.64461066666674,25.214976,55.468032,15.4624,91.660288,-1.0,270.782464,82.178048,145.60444444444443,184.05444444444453,48.071111111111115,143.20111111111115,5600.027777777777,93.44444444444447,-1.0
