timestamp,details-v1-b788479c5-sbgfn_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-sbgfn_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-sbgfn_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 09:01:01,-1.0,5.977406200001193,42.97147966666823,1.4537380333333516,2.320513866666592,6.359291333333298,4.007861066666388,-1.0,16.498688,52.16256,10.907648,87.105536,132.907008,126.476288,-1.0,3364.0,102.00999999999999,165.5511111111111,29.160000000000004,61.36111111111111,117.36111111111113
2024-03-05 09:01:06,-1.0,5.742975533333567,40.73177520000019,1.4537380333333516,2.320513866666592,6.359291333333298,4.007861066666388,-1.0,16.502784,51.974144,10.907648,87.105536,132.907008,126.476288,-1.0,5290.137777777776,102.00999999999999,161.28999999999994,29.160000000000004,61.36111111111111,117.36111111111113
2024-03-05 09:01:11,-1.0,5.742975533333568,40.7317752000002,1.4537380333333516,2.320513866666592,6.359291333333298,4.1735438000003455,-1.0,16.502784,51.974144,10.907648,87.105536,132.907008,126.705664,-1.0,5290.137777777778,127.69000000000001,161.29,29.160000000000004,61.36111111111111,117.36111111111113
2024-03-05 09:01:16,-1.0,5.742975533333568,40.7317752000002,1.4537380333333516,2.320513866666592,6.359291333333298,4.1735438000003455,-1.0,16.502784,51.974144,10.907648,87.105536,132.907008,126.705664,-1.0,5290.137777777778,127.69000000000001,161.29,29.160000000000004,61.36111111111111,117.36111111111113
2024-03-05 09:01:21,-1.0,5.742975533333568,40.7317752000002,1.4537380333333516,2.320513866666592,6.359291333333298,4.1735438000003455,-1.0,16.502784,51.974144,10.907648,87.105536,132.907008,126.705664,-1.0,5290.137777777778,127.69000000000001,161.29,29.160000000000004,61.36111111111111,117.36111111111113
2024-03-05 09:01:26,-1.0,5.742975533333568,40.7317752000002,1.4537380333333516,2.320513866666592,6.359291333333298,4.1735438000003455,-1.0,16.502784,51.974144,10.907648,87.105536,132.907008,126.705664,-1.0,5290.137777777778,127.69000000000001,161.29,29.160000000000004,61.36111111111111,117.36111111111113
2024-03-05 09:01:31,-1.0,5.742975533333568,40.7317752000002,1.5125896333334055,2.469440400000167,3.273194866666529,4.1735438000003455,-1.0,16.502784,51.974144,10.084352,87.105536,132.980736,126.705664,-1.0,5290.137777777778,127.69000000000001,161.29,56.25,95.3877777777778,115.92111111111113
2024-03-05 09:01:36,-1.0,5.347590566664923,38.517858133332076,1.5125896333334055,2.469440400000167,3.273194866666529,4.1735438000003455,-1.0,16.470016,51.941376,10.084352,87.105536,132.980736,126.705664,-1.0,4574.267777777777,127.69000000000001,111.65444444444441,56.25,95.3877777777778,115.92111111111113
2024-03-05 09:01:41,-1.0,5.347590566664924,38.51785813333208,1.5125896333334055,2.469440400000167,3.273194866666529,4.444207266666448,-1.0,16.470016,51.941376,10.084352,87.105536,132.980736,126.799872,-1.0,4574.267777777779,137.6711111111111,111.65444444444444,56.25,95.3877777777778,115.92111111111113
2024-03-05 09:01:46,-1.0,5.347590566664924,38.51785813333208,1.5125896333334055,2.469440400000167,3.273194866666529,4.444207266666448,-1.0,16.470016,51.941376,10.084352,87.105536,132.980736,126.799872,-1.0,4574.267777777779,137.6711111111111,111.65444444444444,56.25,95.3877777777778,115.92111111111113
