timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,reviews-v2-7b4f9d8cb4-492mr_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v2-7b4f9d8cb4-492mr_memory,reviews-v3-5fd56449d8-npw75_network,reviews-v2-7b4f9d8cb4-prbfv_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-phxww_network,reviews-v2-7b4f9d8cb4-492mr_network,productpage-v1-7fb564989f-xslvc_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-11 08:09:01,5.664102333351669,54.85396203333342,1.4745159333263775,2.356262400000257,4.908743433333029,4.545298366667794,-1.0,25.23136,55.599104,15.327232,83.730432,264.0896,261.779456,-1.0,211.21777777777777,184.05444444444444,87.73444444444445,35.60111111111111,-1.0,3109.921111111111,48.534444444444446
2024-03-11 08:09:06,5.664102333351669,54.85396203333342,1.4745159333263775,2.356262400000257,4.908743433333029,4.545298366667794,-1.0,25.23136,55.599104,15.327232,83.730432,264.0896,261.779456,-1.0,211.21777777777777,184.05444444444444,87.73444444444445,35.60111111111111,-1.0,3109.921111111111,48.534444444444446
2024-03-11 08:09:11,5.664102333351669,54.85396203333342,1.4745159333263775,2.356262400000257,4.908743433333029,4.545298366667794,-1.0,25.23136,55.599104,15.327232,83.730432,264.0896,261.779456,-1.0,211.21777777777777,184.05444444444444,87.73444444444445,35.60111111111111,-1.0,3109.921111111111,48.534444444444446
2024-03-11 08:09:16,5.370689433342099,54.85396203333342,1.7030838333387999,2.356262400000257,4.908743433333029,4.545298366667794,-1.0,25.23136,55.599104,14.843904,83.730432,264.0896,261.779456,-1.0,211.21777777777777,184.05444444444444,213.16000000000008,35.60111111111111,-1.0,3109.921111111111,98.01000000000005
2024-03-11 08:09:21,5.370689433342099,54.85396203333342,1.7030838333387999,2.356262400000257,4.908743433333029,4.545298366667794,-1.0,25.23136,55.599104,14.843904,83.730432,264.0896,261.779456,-1.0,211.21777777777777,184.05444444444444,213.16000000000008,35.60111111111111,-1.0,3109.921111111111,98.01000000000005
2024-03-11 08:09:26,5.370689433342098,49.84774983333106,1.7030838333387994,1.4642679666669285,4.669641066665993,5.159724866666693,-1.0,25.23136,55.697408,14.843904,83.730432,264.192,261.890048,-1.0,122.4711111111111,119.53777777777778,213.16,44.001111111111115,-1.0,3864.6944444444443,98.01
2024-03-11 08:09:31,5.370689433342098,49.84774983333106,1.7030838333387994,1.4642679666669285,4.669641066665993,5.159724866666693,-1.0,25.23136,55.697408,14.843904,83.730432,264.192,261.890048,-1.0,122.4711111111111,119.53777777777778,213.16,44.001111111111115,-1.0,3864.6944444444443,98.01
2024-03-11 08:09:36,5.370689433342098,49.84774983333106,1.7030838333387994,1.4642679666669285,4.669641066665993,5.159724866666693,-1.0,25.23136,55.697408,14.843904,83.730432,264.192,261.890048,-1.0,122.4711111111111,119.53777777777778,213.16,44.001111111111115,-1.0,3864.6944444444443,98.01
2024-03-11 08:09:41,5.370689433342098,49.84774983333106,1.7030838333387994,1.4642679666669285,4.669641066665993,5.159724866666693,-1.0,25.23136,55.697408,14.843904,83.730432,264.192,261.890048,-1.0,122.4711111111111,119.53777777777778,213.16,44.001111111111115,-1.0,3864.6944444444443,98.01
2024-03-11 08:09:46,6.629535233332719,49.84774983333106,1.2248350333265992,1.4642679666669285,4.669641066665993,5.159724866666693,-1.0,25.214976,55.697408,15.040512,83.730432,264.192,261.890048,-1.0,122.4711111111111,119.53777777777778,148.0277777777778,44.001111111111115,-1.0,3864.6944444444443,130.72111111111116
