timestamp,details-v1-b788479c5-chkl8_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-chkl8_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,productpage-v1-7fb564989f-hm9g2_network,details-v1-b788479c5-chkl8_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 08:31:01,-1.0,5.738250100000641,51.64718506666759,2.485247533333397,1.9168002999999583,4.866932033333171,5.299717666666955,-1.0,16.293888,51.822592,23.584768,91.303936,134.004736,121.724928,1806.25,-1.0,169.86777777777777,227.00444444444443,47.61000000000001,54.760000000000005,133.78777777777776
2024-03-05 08:31:06,-1.0,5.272911800000201,49.05089206666654,2.485247533333397,1.9168002999999583,4.866932033333171,5.299717666666955,-1.0,16.297984,51.953664,23.584768,91.303936,134.004736,121.724928,2833.787777777777,-1.0,169.86777777777777,118.08444444444442,47.61000000000001,54.760000000000005,133.78777777777776
2024-03-05 08:31:11,-1.0,5.272911800000202,49.05089206666655,2.485247533333397,1.9168002999999583,4.866932033333171,4.233686766666267,-1.0,16.297984,51.953664,23.584768,91.303936,134.004736,121.724928,2833.787777777778,-1.0,98.01,118.08444444444446,47.61000000000001,54.760000000000005,133.78777777777776
2024-03-05 08:31:16,-1.0,5.272911800000202,49.05089206666655,2.485247533333397,1.9168002999999583,4.866932033333171,4.233686766666267,-1.0,16.297984,51.953664,23.584768,91.303936,134.004736,121.724928,2833.787777777778,-1.0,98.01,118.08444444444446,47.61000000000001,54.760000000000005,133.78777777777776
2024-03-05 08:31:21,-1.0,5.272911800000202,49.05089206666655,2.485247533333397,1.9168002999999583,4.866932033333171,4.233686766666267,-1.0,16.297984,51.953664,23.584768,91.303936,134.004736,121.724928,2833.787777777778,-1.0,98.01,118.08444444444446,47.61000000000001,54.760000000000005,133.78777777777776
2024-03-05 08:31:26,-1.0,5.272911800000202,49.05089206666655,2.485247533333397,1.9168002999999583,4.866932033333171,4.233686766666267,-1.0,16.297984,51.953664,23.584768,91.303936,134.004736,121.724928,2833.787777777778,-1.0,98.01,118.08444444444446,47.61000000000001,54.760000000000005,133.78777777777776
2024-03-05 08:31:31,-1.0,5.272911800000202,49.05089206666655,1.8869416333333313,2.7120167000002007,3.0434772666666277,4.233686766666267,-1.0,16.297984,51.953664,23.887872,91.312128,134.057984,121.724928,2833.787777777778,-1.0,98.01,118.08444444444446,36.80444444444444,47.61000000000001,108.85444444444445
2024-03-05 08:31:36,-1.0,8.370155099999009,37.73125966666649,1.8869416333333313,2.7120167000002007,3.0434772666666277,4.233686766666267,-1.0,16.330752,51.93728,23.887872,91.312128,134.057984,121.724928,5456.284444444442,-1.0,98.01,150.47111111111104,36.80444444444444,47.61000000000001,108.85444444444445
2024-03-05 08:31:41,-1.0,8.37015509999901,37.731259666666496,1.8869416333333313,2.7120167000002007,3.0434772666666277,4.904371300000321,-1.0,16.330752,51.93728,23.887872,91.312128,134.057984,121.724928,5456.284444444444,-1.0,154.58777777777777,150.47111111111113,36.80444444444444,47.61000000000001,108.85444444444445
2024-03-05 08:31:46,-1.0,8.37015509999901,37.731259666666496,1.8869416333333313,2.7120167000002007,3.0434772666666277,4.904371300000321,-1.0,16.330752,51.93728,23.887872,91.312128,134.057984,121.724928,5456.284444444444,-1.0,154.58777777777777,150.47111111111113,36.80444444444444,47.61000000000001,108.85444444444445
2024-03-05 08:31:51,-1.0,8.37015509999901,37.731259666666496,1.8869416333333313,2.7120167000002007,3.0434772666666277,4.904371300000321,-1.0,16.330752,51.93728,23.887872,91.312128,134.057984,121.724928,5456.284444444444,-1.0,154.58777777777777,150.47111111111113,36.80444444444444,47.61000000000001,108.85444444444445
2024-03-05 08:31:56,-1.0,8.37015509999901,37.731259666666496,1.8869416333333313,2.7120167000002007,3.0434772666666277,4.904371300000321,-1.0,16.330752,51.93728,23.887872,91.312128,134.057984,121.724928,5456.284444444444,-1.0,154.58777777777777,150.47111111111113,36.80444444444444,47.61000000000001,108.85444444444445
2024-03-05 08:32:01,-1.0,8.37015509999901,37.731259666666496,1.3892654999999365,1.959299799999788,7.170726266666824,4.904371300000321,-1.0,16.330752,51.93728,24.109056,91.312128,134.270976,121.724928,5456.284444444444,-1.0,154.58777777777777,150.47111111111113,47.151111111111106,81.0,160.44444444444443
2024-03-05 08:32:06,-1.0,4.216778366666554,57.265914700000536,1.3892654999999365,1.959299799999788,7.170726266666824,4.904371300000321,-1.0,16.338944,51.93728,24.109056,91.312128,134.270976,121.724928,4651.239999999999,-1.0,154.58777777777777,220.02777777777774,47.151111111111106,81.0,160.44444444444443
2024-03-05 08:32:11,-1.0,4.216778366666555,57.26591470000054,1.3892654999999365,1.959299799999788,7.170726266666824,5.33505339999986,-1.0,16.338944,51.93728,24.109056,91.312128,134.270976,121.724928,4651.240000000001,-1.0,85.25444444444443,220.0277777777778,47.151111111111106,81.0,160.44444444444443
2024-03-05 08:32:16,-1.0,4.216778366666555,57.26591470000054,1.3892654999999365,1.959299799999788,7.170726266666824,5.33505339999986,-1.0,16.338944,51.93728,24.109056,91.312128,134.270976,121.724928,4651.240000000001,-1.0,85.25444444444443,220.0277777777778,47.151111111111106,81.0,160.44444444444443
2024-03-05 08:32:21,-1.0,4.216778366666555,57.26591470000054,1.3892654999999365,1.959299799999788,7.170726266666824,5.33505339999986,-1.0,16.338944,51.93728,24.109056,91.312128,134.270976,121.724928,4651.240000000001,-1.0,85.25444444444443,220.0277777777778,47.151111111111106,81.0,160.44444444444443
2024-03-05 08:32:26,-1.0,4.216778366666555,57.26591470000054,1.3892654999999365,1.959299799999788,7.170726266666824,5.33505339999986,-1.0,16.338944,51.93728,24.109056,91.312128,134.270976,121.724928,4651.240000000001,-1.0,85.25444444444443,220.0277777777778,47.151111111111106,81.0,160.44444444444443
2024-03-05 08:32:31,-1.0,4.216778366666555,57.26591470000054,1.964054566666699,2.5762410333335595,4.251336966666486,5.33505339999986,-1.0,16.338944,51.93728,23.6544,91.312128,134.352896,121.724928,4651.240000000001,-1.0,85.25444444444443,220.0277777777778,39.69,65.61,82.20444444444443
2024-03-05 08:32:36,-1.0,5.624539300000227,50.18578766666715,1.964054566666699,2.5762410333335595,4.251336966666486,5.33505339999986,-1.0,16.371712,51.822592,23.6544,91.312128,134.352896,121.724928,1640.2499999999993,-1.0,85.25444444444443,136.88999999999993,39.69,65.61,82.20444444444443
2024-03-05 08:32:41,-1.0,5.624539300000228,50.18578766666716,1.964054566666699,2.5762410333335595,4.251336966666486,2.2803599333334055,-1.0,16.371712,51.822592,23.6544,91.312128,134.352896,121.724928,1640.25,-1.0,119.53777777777778,136.89,39.69,65.61,82.20444444444443
2024-03-05 08:32:46,-1.0,5.624539300000228,50.18578766666716,1.964054566666699,2.5762410333335595,4.251336966666486,2.2803599333334055,-1.0,16.371712,51.822592,23.6544,91.312128,134.352896,121.724928,1640.25,-1.0,119.53777777777778,136.89,39.69,65.61,82.20444444444443
2024-03-05 08:32:51,-1.0,5.624539300000228,50.18578766666716,1.964054566666699,2.5762410333335595,4.251336966666486,2.2803599333334055,-1.0,16.371712,51.822592,23.6544,91.312128,134.352896,121.724928,1640.25,-1.0,119.53777777777778,136.89,39.69,65.61,82.20444444444443
2024-03-05 08:32:56,-1.0,5.624539300000228,50.18578766666716,1.964054566666699,2.5762410333335595,4.251336966666486,2.2803599333334055,-1.0,16.371712,51.822592,23.6544,91.312128,134.352896,121.724928,1640.25,-1.0,119.53777777777778,136.89,39.69,65.61,82.20444444444443
2024-03-05 08:33:01,-1.0,5.624539300000228,50.18578766666716,1.6917380333333416,2.11339569999988,4.76283240000015,2.2803599333334055,-1.0,16.371712,51.822592,23.023616,91.025408,134.12352,121.724928,1640.25,-1.0,119.53777777777778,136.89,31.359999999999996,62.410000000000004,128.44444444444446
2024-03-05 08:33:06,-1.0,6.078669133334339,45.3022637999993,1.6917380333333416,2.11339569999988,4.76283240000015,2.2803599333334055,-1.0,16.36352,51.822592,23.023616,91.025408,134.12352,121.724928,4325.254444444445,-1.0,119.53777777777778,123.95111111111106,31.359999999999996,62.410000000000004,128.44444444444446
