timestamp,details-v1-b788479c5-774bh_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-774bh_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-774bh_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 15:22:02,-1.0,5.13250590000401,42.33565123333847,1.6958142666666731,2.1398614333335786,4.671574566666929,3.819745666666563,-1.0,17.313792,53.428224,12.742656,87.994368,210.10432,199.491584,-1.0,3877.1377777777775,182.25,107.46777777777778,14.694444444444446,25.0,189.52111111111114
2024-03-05 15:22:07,-1.0,4.4364653333256365,32.74256639999748,1.6958142666666731,2.1398614333335786,4.671574566666929,3.819745666666563,-1.0,17.313792,53.428224,12.742656,87.994368,210.10432,199.491584,-1.0,2919.60111111111,182.25,202.58777777777772,14.694444444444446,25.0,189.52111111111114
2024-03-05 15:22:12,-1.0,4.436465333325637,32.742566399997486,1.6958142666666731,2.1398614333335786,4.671574566666929,4.3399605666669085,-1.0,17.313792,53.428224,12.742656,87.994368,210.10432,199.573504,-1.0,2919.601111111111,104.03999999999999,202.58777777777775,14.694444444444446,25.0,189.52111111111114
2024-03-05 15:22:17,-1.0,4.436465333325637,32.742566399997486,1.6958142666666731,2.1398614333335786,4.671574566666929,4.3399605666669085,-1.0,17.313792,53.428224,12.742656,87.994368,210.10432,199.573504,-1.0,2919.601111111111,104.03999999999999,202.58777777777775,14.694444444444446,25.0,189.52111111111114
2024-03-05 15:22:22,-1.0,4.436465333325637,32.742566399997486,1.6958142666666731,2.1398614333335786,4.671574566666929,4.3399605666669085,-1.0,17.313792,53.428224,12.742656,87.994368,210.10432,199.573504,-1.0,2919.601111111111,104.03999999999999,202.58777777777775,14.694444444444446,25.0,189.52111111111114
2024-03-05 15:22:27,-1.0,4.436465333325637,32.742566399997486,1.6958142666666731,2.1398614333335786,4.671574566666929,4.3399605666669085,-1.0,17.313792,53.428224,12.742656,87.994368,210.10432,199.573504,-1.0,2919.601111111111,104.03999999999999,202.58777777777775,14.694444444444446,25.0,189.52111111111114
2024-03-05 15:22:32,-1.0,4.436465333325637,32.742566399997486,2.055598233333219,1.829599200000113,5.973232166666284,4.3399605666669085,-1.0,17.313792,53.428224,12.45184,87.994368,210.255872,199.573504,-1.0,2919.601111111111,104.03999999999999,202.58777777777775,69.44444444444446,78.02777777777779,104.03999999999999
2024-03-05 15:22:37,-1.0,5.780161633341169,44.29348950000075,2.055598233333219,1.829599200000113,5.973232166666284,4.3399605666669085,-1.0,17.313792,53.41184,12.45184,87.994368,210.255872,199.573504,-1.0,3032.3377777777764,104.03999999999999,105.4044444444444,69.44444444444446,78.02777777777779,104.03999999999999
2024-03-05 15:22:42,-1.0,5.780161633341171,44.29348950000076,2.055598233333219,1.829599200000113,5.973232166666284,3.519546533333558,-1.0,17.313792,53.41184,12.45184,87.994368,210.255872,199.70048,-1.0,3032.3377777777782,111.65444444444444,105.40444444444447,69.44444444444446,78.02777777777779,104.03999999999999
2024-03-05 15:22:47,-1.0,5.780161633341171,44.29348950000076,2.055598233333219,1.829599200000113,5.973232166666284,3.519546533333558,-1.0,17.313792,53.41184,12.45184,87.994368,210.255872,199.70048,-1.0,3032.3377777777782,111.65444444444444,105.40444444444447,69.44444444444446,78.02777777777779,104.03999999999999
2024-03-05 15:22:52,-1.0,5.780161633341171,44.29348950000076,2.055598233333219,1.829599200000113,5.973232166666284,3.519546533333558,-1.0,17.313792,53.41184,12.45184,87.994368,210.255872,199.70048,-1.0,3032.3377777777782,111.65444444444444,105.40444444444447,69.44444444444446,78.02777777777779,104.03999999999999
2024-03-05 15:22:57,-1.0,5.780161633341171,44.29348950000076,2.055598233333219,1.829599200000113,5.973232166666284,3.519546533333558,-1.0,17.313792,53.41184,12.45184,87.994368,210.255872,199.70048,-1.0,3032.3377777777782,111.65444444444444,105.40444444444447,69.44444444444446,78.02777777777779,104.03999999999999
2024-03-05 15:23:02,-1.0,5.780161633341171,44.29348950000076,1.2414283333332796,2.3694617999998018,4.176289833333158,3.519546533333558,-1.0,17.313792,53.41184,12.439552,87.912448,210.345984,199.70048,-1.0,3032.3377777777782,111.65444444444444,105.40444444444447,42.25,33.64,153.76000000000002
2024-03-05 15:23:07,-1.0,5.45898873333499,23.564162900000454,1.2414283333332796,2.3694617999998018,4.176289833333158,3.519546533333558,-1.0,17.297408,53.444608,12.439552,87.912448,210.345984,199.70048,-1.0,3753.6044444444433,111.65444444444444,84.63999999999996,42.25,33.64,153.76000000000002
2024-03-05 15:23:12,-1.0,5.458988733334991,23.564162900000458,1.2414283333332796,2.3694617999998018,4.176289833333158,3.5593622666662363,-1.0,17.297408,53.444608,12.439552,87.912448,210.345984,199.84384,-1.0,3753.604444444444,94.08999999999999,84.63999999999999,42.25,33.64,153.76000000000002
2024-03-05 15:23:17,-1.0,5.458988733334991,23.564162900000458,1.2414283333332796,2.3694617999998018,4.176289833333158,3.5593622666662363,-1.0,17.297408,53.444608,12.439552,87.912448,210.345984,199.84384,-1.0,3753.604444444444,94.08999999999999,84.63999999999999,42.25,33.64,153.76000000000002
2024-03-05 15:23:22,-1.0,5.458988733334991,23.564162900000458,1.2414283333332796,2.3694617999998018,4.176289833333158,3.5593622666662363,-1.0,17.297408,53.444608,12.439552,87.912448,210.345984,199.84384,-1.0,3753.604444444444,94.08999999999999,84.63999999999999,42.25,33.64,153.76000000000002
2024-03-05 15:23:27,-1.0,5.458988733334991,23.564162900000458,1.2414283333332796,2.3694617999998018,4.176289833333158,3.5593622666662363,-1.0,17.297408,53.444608,12.439552,87.912448,210.345984,199.84384,-1.0,3753.604444444444,94.08999999999999,84.63999999999999,42.25,33.64,153.76000000000002
2024-03-05 15:23:32,-1.0,5.458988733334991,23.564162900000458,1.594470566666691,1.9006631666665423,3.9780277000005526,3.5593622666662363,-1.0,17.297408,53.444608,12.6976,87.912448,210.432,199.84384,-1.0,3753.604444444444,94.08999999999999,84.63999999999999,44.89,75.68999999999998,86.49000000000001
2024-03-05 15:23:37,-1.0,3.4484952666540867,53.50998830000055,1.594470566666691,1.9006631666665423,3.9780277000005526,3.5593622666662363,-1.0,17.313792,53.542912,12.6976,87.912448,210.432,199.84384,-1.0,902.0011111111107,94.08999999999999,197.87111111111105,44.89,75.68999999999998,86.49000000000001
2024-03-05 15:23:42,-1.0,3.4484952666540876,53.50998830000056,1.594470566666691,1.9006631666665423,3.9780277000005526,4.957158300000705,-1.0,17.313792,53.542912,12.6976,87.912448,210.432,199.90528,-1.0,902.0011111111112,151.29000000000002,197.8711111111111,44.89,75.68999999999998,86.49000000000001
