timestamp,details-v1-b788479c5-pl4k4_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-pl4k4_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-pl4k4_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 13:04:00,-1.0,4.663565733320259,42.31786326667285,1.3319046666668535,1.870174699999912,4.459353499999945,4.19325209999973,-1.0,17.276928,52.219904,12.914688,86.142976,186.38848,173.95712,-1.0,4194.721111111111,102.68444444444444,122.4711111111111,75.68999999999998,50.41,118.81
2024-03-05 13:04:05,-1.0,5.21749346667093,50.55201259999648,1.3319046666668535,1.870174699999912,4.459353499999945,4.19325209999973,-1.0,17.260544,52.36736,12.914688,86.142976,186.38848,173.95712,-1.0,920.1111111111109,102.68444444444444,158.75999999999993,75.68999999999998,50.41,118.81
2024-03-05 13:04:10,-1.0,5.2174934666709305,50.55201259999649,1.3319046666668535,1.870174699999912,4.459353499999945,4.308296800000259,-1.0,17.260544,52.36736,12.914688,86.142976,186.38848,174.108672,-1.0,920.1111111111111,150.47111111111113,158.76,75.68999999999998,50.41,118.81
2024-03-05 13:04:15,-1.0,5.2174934666709305,50.55201259999649,1.3319046666668535,1.870174699999912,4.459353499999945,4.308296800000259,-1.0,17.260544,52.36736,12.914688,86.142976,186.38848,174.108672,-1.0,920.1111111111111,150.47111111111113,158.76,75.68999999999998,50.41,118.81
2024-03-05 13:04:20,-1.0,5.2174934666709305,50.55201259999649,1.3319046666668535,1.870174699999912,4.459353499999945,4.308296800000259,-1.0,17.260544,52.36736,12.914688,86.142976,186.38848,174.108672,-1.0,920.1111111111111,150.47111111111113,158.76,75.68999999999998,50.41,118.81
2024-03-05 13:04:25,-1.0,5.2174934666709305,50.55201259999649,1.3319046666668535,1.870174699999912,4.459353499999945,4.308296800000259,-1.0,17.260544,52.36736,12.914688,86.142976,186.38848,174.108672,-1.0,920.1111111111111,150.47111111111113,158.76,75.68999999999998,50.41,118.81
2024-03-05 13:04:30,-1.0,5.2174934666709305,50.55201259999649,1.268853766666685,2.433214333333448,2.676698566666384,4.308296800000259,-1.0,17.260544,52.36736,13.02528,86.142976,186.417152,174.108672,-1.0,920.1111111111111,150.47111111111113,158.76,38.02777777777778,57.76,150.47111111111113
2024-03-05 13:04:35,-1.0,7.469682700002521,35.86050716666401,1.268853766666685,2.433214333333448,2.676698566666384,4.308296800000259,-1.0,17.260544,52.219904,13.02528,86.142976,186.417152,174.108672,-1.0,8630.409999999998,150.47111111111113,245.44444444444437,38.02777777777778,57.76,150.47111111111113
2024-03-05 13:04:40,-1.0,7.469682700002522,35.860507166664014,1.268853766666685,2.433214333333448,2.676698566666384,4.5321980666670925,-1.0,17.260544,52.219904,13.02528,86.142976,186.417152,174.235648,-1.0,8630.410000000002,63.467777777777776,245.44444444444443,38.02777777777778,57.76,150.47111111111113
2024-03-05 13:04:45,-1.0,7.469682700002522,35.860507166664014,1.268853766666685,2.433214333333448,2.676698566666384,4.5321980666670925,-1.0,17.260544,52.219904,13.02528,86.142976,186.417152,174.235648,-1.0,8630.410000000002,63.467777777777776,245.44444444444443,38.02777777777778,57.76,150.47111111111113
2024-03-05 13:04:50,-1.0,7.469682700002522,35.860507166664014,1.268853766666685,2.433214333333448,2.676698566666384,4.5321980666670925,-1.0,17.260544,52.219904,13.02528,86.142976,186.417152,174.235648,-1.0,8630.410000000002,63.467777777777776,245.44444444444443,38.02777777777778,57.76,150.47111111111113
2024-03-05 13:04:55,-1.0,7.469682700002522,35.860507166664014,1.268853766666685,2.433214333333448,2.676698566666384,4.5321980666670925,-1.0,17.260544,52.219904,13.02528,86.142976,186.417152,174.235648,-1.0,8630.410000000002,63.467777777777776,245.44444444444443,38.02777777777778,57.76,150.47111111111113
2024-03-05 13:05:00,-1.0,7.469682700002522,35.860507166664014,1.9489048666666047,2.227108033333517,7.419005866666831,4.5321980666670925,-1.0,17.260544,52.219904,13.5168,86.142976,186.667008,174.235648,-1.0,8630.410000000002,63.467777777777776,245.44444444444443,48.534444444444446,81.60111111111111,157.92111111111112
2024-03-05 13:05:05,-1.0,3.5199052666636512,52.92847623333424,1.9489048666666047,2.227108033333517,7.419005866666831,4.5321980666670925,-1.0,17.276928,52.44928,13.5168,86.142976,186.667008,174.235648,-1.0,2826.6944444444434,63.467777777777776,55.25444444444444,48.534444444444446,81.60111111111111,157.92111111111112
2024-03-05 13:05:10,-1.0,3.5199052666636517,52.92847623333425,1.9489048666666047,2.227108033333517,7.419005866666831,4.588182766666668,-1.0,17.276928,52.44928,13.5168,86.142976,186.667008,174.350336,-1.0,2826.6944444444443,211.21777777777777,55.254444444444445,48.534444444444446,81.60111111111111,157.92111111111112
2024-03-05 13:05:15,-1.0,3.5199052666636517,52.92847623333425,1.9489048666666047,2.227108033333517,7.419005866666831,4.588182766666668,-1.0,17.276928,52.44928,13.5168,86.142976,186.667008,174.350336,-1.0,2826.6944444444443,211.21777777777777,55.254444444444445,48.534444444444446,81.60111111111111,157.92111111111112
2024-03-05 13:05:20,-1.0,3.5199052666636517,52.92847623333425,1.9489048666666047,2.227108033333517,7.419005866666831,4.588182766666668,-1.0,17.276928,52.44928,13.5168,86.142976,186.667008,174.350336,-1.0,2826.6944444444443,211.21777777777777,55.254444444444445,48.534444444444446,81.60111111111111,157.92111111111112
2024-03-05 13:05:25,-1.0,3.5199052666636517,52.92847623333425,1.9489048666666047,2.227108033333517,7.419005866666831,4.588182766666668,-1.0,17.276928,52.44928,13.5168,86.142976,186.667008,174.350336,-1.0,2826.6944444444443,211.21777777777777,55.254444444444445,48.534444444444446,81.60111111111111,157.92111111111112
2024-03-05 13:05:30,-1.0,3.5199052666636517,52.92847623333425,1.6717163333332508,2.2558171333334562,2.1107981666659725,4.588182766666668,-1.0,17.276928,52.44928,13.922304,86.142976,186.699776,174.350336,-1.0,2826.6944444444443,211.21777777777777,55.254444444444445,45.78777777777778,64.0,59.80444444444444
