timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,productpage-v1-7fb564989f-6lcp9_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,productpage-v1-7fb564989f-6lcp9_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v3-5fd56449d8-npw75_network,ratings-v1-5b6b66f9b5-7bln6_network,productpage-v1-7fb564989f-6lcp9_network,reviews-v2-7b4f9d8cb4-prbfv_network,productpage-v1-7fb564989f-xslvc_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-phxww_network
2024-03-11 03:23:05,10.841071366667165,60.51560483332803,-1.0,1.208271133331588,1.8912508666664016,5.897103400000484,6.154299299999859,25.214976,55.144448,-1.0,14.56128,82.444288,201.265152,200.163328,127.69000000000001,99.33444444444444,-1.0,141.61,7000.111111111112,184.05444444444444,53.29
2024-03-11 03:23:10,10.841071366667165,60.51560483332803,-1.0,1.208271133331588,1.8912508666664016,5.897103400000484,6.154299299999859,25.214976,55.144448,-1.0,14.56128,82.444288,201.265152,200.163328,127.69000000000001,99.33444444444444,-1.0,141.61,7000.111111111112,184.05444444444444,53.29
2024-03-11 03:23:15,10.841071366667165,60.51560483332803,-1.0,1.208271133331588,1.8912508666664016,5.897103400000484,6.154299299999859,25.214976,55.144448,-1.0,14.56128,82.444288,201.265152,200.163328,127.69000000000001,99.33444444444444,-1.0,141.61,7000.111111111112,184.05444444444444,53.29
2024-03-11 03:23:20,4.2398043862198875,60.51560483332803,-1.0,1.8913134019959283,1.8912508666664016,5.897103400000484,6.154299299999859,25.198592,55.144448,-1.0,15.138816,82.444288,201.265152,200.163328,127.69000000000001,68.32411227208226,-1.0,141.61,7000.111111111112,198.77024396350487,53.29
2024-03-11 03:23:25,4.239804386219887,56.99978213333452,-1.0,1.8913134019959281,2.1955089000002204,3.0327817999998765,2.8986670333334055,25.198592,55.144448,-1.0,15.138816,82.444288,201.281536,200.216576,152.11111111111111,68.32411227208226,-1.0,92.8011111111111,5565.159999999999,198.7702439635048,17.084444444444447
2024-03-11 03:23:30,4.239804386219887,56.99978213333452,-1.0,1.8913134019959281,2.1955089000002204,3.0327817999998765,2.8986670333334055,25.198592,55.144448,-1.0,15.138816,82.444288,201.281536,200.216576,152.11111111111111,68.32411227208226,-1.0,92.8011111111111,5565.159999999999,198.7702439635048,17.084444444444447
2024-03-11 03:23:35,4.239804386219887,56.99978213333452,-1.0,1.8913134019959281,2.1955089000002204,3.0327817999998765,2.8986670333334055,25.198592,55.144448,-1.0,15.138816,82.444288,201.281536,200.216576,152.11111111111111,68.32411227208226,-1.0,92.8011111111111,5565.159999999999,198.7702439635048,17.084444444444447
2024-03-11 03:23:40,4.239804386219887,56.99978213333452,-1.0,1.8913134019959281,2.1955089000002204,3.0327817999998765,2.8986670333334055,25.198592,55.144448,-1.0,15.138816,82.444288,201.281536,200.216576,152.11111111111111,68.32411227208226,-1.0,92.8011111111111,5565.159999999999,198.7702439635048,17.084444444444447
2024-03-11 03:23:45,4.239804386219887,56.99978213333452,-1.0,1.8913134019959281,2.1955089000002204,3.0327817999998765,2.8986670333334055,25.198592,55.144448,-1.0,15.138816,82.444288,201.281536,200.216576,152.11111111111111,68.32411227208226,-1.0,92.8011111111111,5565.159999999999,198.7702439635048,17.084444444444447
2024-03-11 03:23:50,9.90994446112069,56.99978213333452,-1.0,2.1980745407873945,2.1955089000002204,3.0327817999998765,2.8986670333334055,25.198592,55.144448,-1.0,14.688256,82.444288,201.281536,200.216576,152.11111111111111,65.08412728572699,-1.0,92.8011111111111,5565.159999999999,218.09806187583902,17.084444444444447
2024-03-11 03:23:55,9.909944461120686,73.56078123333796,-1.0,2.198074540787394,1.840674899999802,6.85299733333314,4.918162466666823,25.198592,55.02976,-1.0,14.688256,82.444288,201.424896,200.302592,139.24,65.08412728572696,-1.0,123.9511111111111,1274.4900000000002,218.09806187583894,35.20444444444445
2024-03-11 03:24:00,9.909944461120686,73.56078123333796,-1.0,2.198074540787394,1.840674899999802,6.85299733333314,4.918162466666823,25.198592,55.02976,-1.0,14.688256,82.444288,201.424896,200.302592,139.24,65.08412728572696,-1.0,123.9511111111111,1274.4900000000002,218.09806187583894,35.20444444444445
2024-03-11 03:24:05,9.909944461120686,73.56078123333796,-1.0,2.198074540787394,1.840674899999802,6.85299733333314,4.918162466666823,25.198592,55.02976,-1.0,14.688256,82.444288,201.424896,200.302592,139.24,65.08412728572696,-1.0,123.9511111111111,1274.4900000000002,218.09806187583894,35.20444444444445
2024-03-11 03:24:10,9.909944461120686,73.56078123333796,-1.0,2.198074540787394,1.840674899999802,6.85299733333314,4.918162466666823,25.198592,55.02976,-1.0,14.688256,82.444288,201.424896,200.302592,139.24,65.08412728572696,-1.0,123.9511111111111,1274.4900000000002,218.09806187583894,35.20444444444445
2024-03-11 03:24:15,9.909944461120686,73.56078123333796,-1.0,2.198074540787394,1.840674899999802,6.85299733333314,4.918162466666823,25.198592,55.02976,-1.0,14.688256,82.444288,201.424896,200.302592,139.24,65.08412728572696,-1.0,123.9511111111111,1274.4900000000002,218.09806187583894,35.20444444444445
2024-03-11 03:24:20,5.482760706528834,73.56078123333796,-1.0,1.8837844025968966,1.840674899999802,6.85299733333314,4.918162466666823,25.198592,55.02976,-1.0,15.245312,82.444288,201.424896,200.302592,139.24,76.82883269941038,-1.0,123.9511111111111,1274.4900000000002,240.16993668305184,35.20444444444445
2024-03-11 03:24:25,5.482760706528834,67.25897243333443,-1.0,1.8837844025968966,1.637863833333597,4.640456633333656,5.509160899999681,25.198592,55.283712,-1.0,15.245312,82.444288,201.486336,200.433664,106.09000000000002,76.82883269941038,-1.0,107.46777777777778,4049.201111111111,240.16993668305184,24.010000000000005
2024-03-11 03:24:30,5.482760706528834,67.25897243333443,-1.0,1.8837844025968966,1.637863833333597,4.640456633333656,5.509160899999681,25.198592,55.283712,-1.0,15.245312,82.444288,201.486336,200.433664,106.09000000000002,76.82883269941038,-1.0,107.46777777777778,4049.201111111111,240.16993668305184,24.010000000000005
2024-03-11 03:24:35,5.482760706528834,67.25897243333443,-1.0,1.8837844025968966,1.637863833333597,4.640456633333656,5.509160899999681,25.198592,55.283712,-1.0,15.245312,82.444288,201.486336,200.433664,106.09000000000002,76.82883269941038,-1.0,107.46777777777778,4049.201111111111,240.16993668305184,24.010000000000005
2024-03-11 03:24:40,5.482760706528834,67.25897243333443,-1.0,1.8837844025968966,1.637863833333597,4.640456633333656,5.509160899999681,25.198592,55.283712,-1.0,15.245312,82.444288,201.486336,200.433664,106.09000000000002,76.82883269941038,-1.0,107.46777777777778,4049.201111111111,240.16993668305184,24.010000000000005
2024-03-11 03:24:45,5.482760706528834,67.25897243333443,-1.0,1.8837844025968966,1.637863833333597,4.640456633333656,5.509160899999681,25.198592,55.283712,-1.0,15.245312,82.444288,201.486336,200.433664,106.09000000000002,76.82883269941038,-1.0,107.46777777777778,4049.201111111111,240.16993668305184,24.010000000000005
2024-03-11 03:24:50,8.876530521763167,67.25897243333443,-1.0,1.5939486914507037,1.637863833333597,4.640456633333656,5.509160899999681,25.198592,55.283712,-1.0,15.458304,82.444288,201.486336,200.433664,106.09000000000002,79.83105257777449,-1.0,107.46777777777778,4049.201111111111,159.6543247845303,24.010000000000005
2024-03-11 03:24:55,8.876530521763165,67.86519050000001,-1.0,1.5939486914507033,1.9780652666663436,3.9007407666664067,6.344283433333922,25.198592,55.15264,-1.0,15.458304,82.444288,201.613312,200.589312,47.151111111111106,79.83105257777446,-1.0,121.0,4181.777777777778,159.65432478453027,40.96000000000001
2024-03-11 03:25:00,8.876530521763165,67.86519050000001,-1.0,1.5939486914507033,1.9780652666663436,3.9007407666664067,6.344283433333922,25.198592,55.15264,-1.0,15.458304,82.444288,201.613312,200.589312,47.151111111111106,79.83105257777446,-1.0,121.0,4181.777777777778,159.65432478453027,40.96000000000001
2024-03-11 03:25:05,8.876530521763165,67.86519050000001,-1.0,1.5939486914507033,1.9780652666663436,3.9007407666664067,6.344283433333922,25.198592,55.15264,-1.0,15.458304,82.444288,201.613312,200.589312,47.151111111111106,79.83105257777446,-1.0,121.0,4181.777777777778,159.65432478453027,40.96000000000001
2024-03-11 03:25:10,8.876530521763165,67.86519050000001,-1.0,1.5939486914507033,1.9780652666663436,3.9007407666664067,6.344283433333922,25.198592,55.15264,-1.0,15.458304,82.444288,201.613312,200.589312,47.151111111111106,79.83105257777446,-1.0,121.0,4181.777777777778,159.65432478453027,40.96000000000001
2024-03-11 03:25:15,8.876530521763165,67.86519050000001,-1.0,1.5939486914507033,1.9780652666663436,3.9007407666664067,6.344283433333922,25.198592,55.15264,-1.0,15.458304,82.444288,201.613312,200.589312,47.151111111111106,79.83105257777446,-1.0,121.0,4181.777777777778,159.65432478453027,40.96000000000001
2024-03-11 03:25:20,6.364448500001649,67.86519050000001,-1.0,2.4684154666677696,1.9780652666663436,3.9007407666664067,6.344283433333922,25.198592,55.15264,-1.0,15.192064,82.444288,201.613312,200.589312,47.151111111111106,84.64000000000001,-1.0,121.0,4181.777777777778,126.18777777777784,40.96000000000001
2024-03-11 03:25:25,6.3644485000016475,78.09387523332892,-1.0,2.468415466667769,0.8948782000004485,4.872188766666833,4.644504199999725,25.198592,55.373824,-1.0,15.192064,82.444288,201.732096,200.708096,120.26777777777778,84.63999999999999,-1.0,127.69000000000001,3199.787777777778,126.18777777777775,39.27111111111111
2024-03-11 03:25:30,6.3644485000016475,78.09387523332892,-1.0,2.468415466667769,0.8948782000004485,4.872188766666833,4.644504199999725,25.198592,55.373824,-1.0,15.192064,82.444288,201.732096,200.708096,120.26777777777778,84.63999999999999,-1.0,127.69000000000001,3199.787777777778,126.18777777777775,39.27111111111111
2024-03-11 03:25:35,6.3644485000016475,78.09387523332892,-1.0,2.468415466667769,0.8948782000004485,4.872188766666833,4.644504199999725,25.198592,55.373824,-1.0,15.192064,82.444288,201.732096,200.708096,120.26777777777778,84.63999999999999,-1.0,127.69000000000001,3199.787777777778,126.18777777777775,39.27111111111111
2024-03-11 03:25:40,6.3644485000016475,78.09387523332892,-1.0,2.468415466667769,0.8948782000004485,4.872188766666833,4.644504199999725,25.198592,55.373824,-1.0,15.192064,82.444288,201.732096,200.708096,120.26777777777778,84.63999999999999,-1.0,127.69000000000001,3199.787777777778,126.18777777777775,39.27111111111111
2024-03-11 03:25:45,6.3644485000016475,78.09387523332892,-1.0,2.468415466667769,0.8948782000004485,4.872188766666833,4.644504199999725,25.198592,55.373824,-1.0,15.192064,82.444288,201.732096,200.708096,120.26777777777778,84.63999999999999,-1.0,127.69000000000001,3199.787777777778,126.18777777777775,39.27111111111111
2024-03-11 03:25:50,8.579130133330183,78.09387523332892,-1.0,0.8095726666662513,0.8948782000004485,4.872188766666833,4.644504199999725,25.198592,55.373824,-1.0,14.90944,82.444288,201.732096,200.708096,120.26777777777778,82.20444444444448,-1.0,127.69000000000001,3199.787777777778,57.25444444444447,39.27111111111111
2024-03-11 03:25:55,8.579130133330182,37.502567700001535,-1.0,0.809572666666251,2.5955564333330017,6.704139133333342,4.294606133332953,25.198592,55.373824,-1.0,14.90944,82.444288,201.887744,200.781824,117.36111111111113,82.20444444444443,-1.0,137.6711111111111,4705.959999999999,57.25444444444444,15.209999999999999
2024-03-11 03:26:00,8.579130133330182,37.502567700001535,-1.0,0.809572666666251,2.5955564333330017,6.704139133333342,4.294606133332953,25.198592,55.373824,-1.0,14.90944,82.444288,201.887744,200.781824,117.36111111111113,82.20444444444443,-1.0,137.6711111111111,4705.959999999999,57.25444444444444,15.209999999999999
2024-03-11 03:26:05,8.579130133330182,37.502567700001535,-1.0,0.809572666666251,2.5955564333330017,6.704139133333342,4.294606133332953,25.198592,55.373824,-1.0,14.90944,82.444288,201.887744,200.781824,117.36111111111113,82.20444444444443,-1.0,137.6711111111111,4705.959999999999,57.25444444444444,15.209999999999999
2024-03-11 03:26:10,8.579130133330182,37.502567700001535,-1.0,0.809572666666251,2.5955564333330017,6.704139133333342,4.294606133332953,25.198592,55.373824,-1.0,14.90944,82.444288,201.887744,200.781824,117.36111111111113,82.20444444444443,-1.0,137.6711111111111,4705.959999999999,57.25444444444444,15.209999999999999
