timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-xpzj4_cpu,reviews-v3-5fd56449d8-zncph_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-xpzj4_memory,reviews-v3-5fd56449d8-zncph_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-xpzj4_network,reviews-v3-5fd56449d8-zncph_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-07 17:14:04,5.741980866666078,25.043867300003814,1.592782033333151,1.890453599999849,6.429407500000177,11.175814566666986,-1.0,25.042944,56.40192,12.763136,92.880896,204.283904,95.592448,-1.0,10.454444444444444,5412.054444444444,149.65444444444444,-1.0,126.9377777777778,172.48444444444442,115.20444444444442
2024-03-07 17:14:09,5.596089133329467,63.55946520000846,0.951177933332777,1.890453599999849,6.429407500000177,8.602419166666664,-1.0,25.042944,56.40192,12.640256,92.880896,204.283904,95.666176,-1.0,10.454444444444444,1043.2899999999997,179.56,-1.0,126.9377777777778,50.88444444444445,39.27111111111111
2024-03-07 17:14:14,5.596089133329467,63.55946520000846,0.951177933332777,1.890453599999849,6.429407500000177,8.602419166666664,-1.0,25.042944,56.40192,12.640256,92.880896,204.283904,95.666176,-1.0,10.454444444444444,1043.2899999999997,179.56,-1.0,126.9377777777778,50.88444444444445,39.27111111111111
2024-03-07 17:14:19,5.596089133329467,63.55946520000846,0.951177933332777,1.890453599999849,6.429407500000177,8.602419166666664,-1.0,25.042944,56.40192,12.640256,92.880896,204.283904,95.666176,-1.0,10.454444444444444,1043.2899999999997,179.56,-1.0,126.9377777777778,50.88444444444445,39.27111111111111
2024-03-07 17:14:24,5.596089133329467,63.55946520000846,0.951177933332777,1.890453599999849,6.429407500000177,8.602419166666664,-1.0,25.042944,56.40192,12.640256,92.880896,204.283904,95.666176,-1.0,10.454444444444444,1043.2899999999997,179.56,-1.0,126.9377777777778,50.88444444444445,39.27111111111111
2024-03-07 17:14:29,5.596089133329467,63.55946520000846,0.951177933332777,2.396139000001085,5.121554133334409,8.602419166666664,-1.0,25.042944,56.40192,12.640256,92.696576,203.264,95.666176,-1.0,42.25,1043.2899999999997,179.56,-1.0,107.46777777777778,50.88444444444445,39.27111111111111
2024-03-07 17:14:34,5.596089133329467,63.55946520000846,0.951177933332777,2.396139000001085,5.121554133334409,8.602419166666664,-1.0,25.042944,56.40192,12.640256,92.696576,203.264,95.666176,-1.0,42.25,1043.2899999999997,179.56,-1.0,107.46777777777778,50.88444444444445,39.27111111111111
2024-03-07 17:14:39,3.739484933339554,39.88886613333307,1.8077432666662692,2.396139000001085,5.121554133334409,9.921283333333028,-1.0,25.042944,56.287232,12.386304,92.696576,203.264,95.68256,-1.0,42.25,4993.777777777778,149.65444444444444,-1.0,107.46777777777778,268.96,130.72111111111113
2024-03-07 17:14:44,3.739484933339554,39.88886613333307,1.8077432666662692,2.396139000001085,5.121554133334409,9.921283333333028,-1.0,25.042944,56.287232,12.386304,92.696576,203.264,95.68256,-1.0,42.25,4993.777777777778,149.65444444444444,-1.0,107.46777777777778,268.96,130.72111111111113
2024-03-07 17:14:49,3.739484933339554,39.88886613333307,1.8077432666662692,2.396139000001085,5.121554133334409,9.921283333333028,-1.0,25.042944,56.287232,12.386304,92.696576,203.264,95.68256,-1.0,42.25,4993.777777777778,149.65444444444444,-1.0,107.46777777777778,268.96,130.72111111111113
2024-03-07 17:14:54,3.739484933339554,39.88886613333307,1.8077432666662692,2.396139000001085,5.121554133334409,9.921283333333028,-1.0,25.042944,56.287232,12.386304,92.696576,203.264,95.68256,-1.0,42.25,4993.777777777778,149.65444444444444,-1.0,107.46777777777778,268.96,130.72111111111113
2024-03-07 17:14:59,3.739484933339554,39.88886613333307,1.8077432666662692,2.0481624333323607,4.901185633332261,9.921283333333028,-1.0,25.042944,56.287232,12.386304,92.676096,203.32544,95.68256,-1.0,47.61000000000001,4993.777777777778,149.65444444444444,-1.0,105.40444444444447,268.96,130.72111111111113
2024-03-07 17:15:04,3.739484933339554,39.88886613333307,1.8077432666662692,2.0481624333323607,4.901185633332261,9.921283333333028,-1.0,25.042944,56.287232,12.386304,92.676096,203.32544,95.68256,-1.0,47.61000000000001,4993.777777777778,149.65444444444444,-1.0,105.40444444444447,268.96,130.72111111111113
2024-03-07 17:15:09,9.015660866665106,37.559328533340405,1.6221566666672516,2.0481624333323607,4.901185633332261,11.80759796666706,-1.0,25.042944,56.40192,12.750848,92.676096,203.32544,95.834112,-1.0,47.61000000000001,2887.271111111111,50.41,-1.0,105.40444444444447,167.2711111111111,52.80444444444444
2024-03-07 17:15:14,9.015660866665106,37.559328533340405,1.6221566666672516,2.0481624333323607,4.901185633332261,11.80759796666706,-1.0,25.042944,56.40192,12.750848,92.676096,203.32544,95.834112,-1.0,47.61000000000001,2887.271111111111,50.41,-1.0,105.40444444444447,167.2711111111111,52.80444444444444
2024-03-07 17:15:19,9.015660866665106,37.559328533340405,1.6221566666672516,2.0481624333323607,4.901185633332261,11.80759796666706,-1.0,25.042944,56.40192,12.750848,92.676096,203.32544,95.834112,-1.0,47.61000000000001,2887.271111111111,50.41,-1.0,105.40444444444447,167.2711111111111,52.80444444444444
2024-03-07 17:15:24,9.015660866665106,37.559328533340405,1.6221566666672516,2.0481624333323607,4.901185633332261,11.80759796666706,-1.0,25.042944,56.40192,12.750848,92.676096,203.32544,95.834112,-1.0,47.61000000000001,2887.271111111111,50.41,-1.0,105.40444444444447,167.2711111111111,52.80444444444444
2024-03-07 17:15:29,9.015660866665106,37.559328533340405,1.6221566666672516,1.8429120333337323,4.74521369999934,11.80759796666706,-1.0,25.042944,56.40192,12.750848,92.676096,203.173888,95.834112,-1.0,13.20111111111111,2887.271111111111,50.41,-1.0,93.44444444444443,167.2711111111111,52.80444444444444
2024-03-07 17:15:34,9.015660866665106,37.559328533340405,1.6221566666672516,1.8429120333337323,4.74521369999934,11.80759796666706,-1.0,25.042944,56.40192,12.750848,92.676096,203.173888,95.834112,-1.0,13.20111111111111,2887.271111111111,50.41,-1.0,93.44444444444443,167.2711111111111,52.80444444444444
2024-03-07 17:15:39,3.4614969000055376,40.4744165000011,1.5922675666653656,1.8429120333337323,4.74521369999934,13.909577033333182,-1.0,25.042944,56.385536,13.316096,92.676096,203.173888,96.108544,-1.0,13.20111111111111,6789.760000000001,131.48444444444445,-1.0,93.44444444444443,111.65444444444444,103.3611111111111
2024-03-07 17:15:44,3.4614969000055376,40.4744165000011,1.5922675666653656,1.8429120333337323,4.74521369999934,13.909577033333182,-1.0,25.042944,56.385536,13.316096,92.676096,203.173888,96.108544,-1.0,13.20111111111111,6789.760000000001,131.48444444444445,-1.0,93.44444444444443,111.65444444444444,103.3611111111111
2024-03-07 17:15:49,3.4614969000055376,40.4744165000011,1.5922675666653656,1.8429120333337323,4.74521369999934,13.909577033333182,-1.0,25.042944,56.385536,13.316096,92.676096,203.173888,96.108544,-1.0,13.20111111111111,6789.760000000001,131.48444444444445,-1.0,93.44444444444443,111.65444444444444,103.3611111111111
2024-03-07 17:15:54,3.4614969000055376,40.4744165000011,1.5922675666653656,1.8429120333337323,4.74521369999934,13.909577033333182,-1.0,25.042944,56.385536,13.316096,92.676096,203.173888,96.108544,-1.0,13.20111111111111,6789.760000000001,131.48444444444445,-1.0,93.44444444444443,111.65444444444444,103.3611111111111
2024-03-07 17:15:59,3.4614969000055376,40.4744165000011,1.5922675666653656,2.00200276666654,2.7729105000010654,13.909577033333182,-1.0,25.042944,56.385536,13.316096,92.491776,203.173888,96.108544,-1.0,43.559999999999995,6789.760000000001,131.48444444444445,-1.0,75.68999999999998,111.65444444444444,103.3611111111111
2024-03-07 17:16:04,3.4614969000055376,40.4744165000011,1.5922675666653656,2.00200276666654,2.7729105000010654,13.909577033333182,-1.0,25.042944,56.385536,13.316096,92.491776,203.173888,96.108544,-1.0,43.559999999999995,6789.760000000001,131.48444444444445,-1.0,75.68999999999998,111.65444444444444,103.3611111111111
2024-03-07 17:16:09,5.958239533326074,63.41244536667243,0.9239120666696483,2.00200276666654,2.7729105000010654,7.564272433333485,-1.0,25.042944,56.385536,13.14816,92.491776,203.173888,96.182272,-1.0,43.559999999999995,1058.4177777777777,257.06777777777785,-1.0,75.68999999999998,248.5877777777778,86.49000000000001
2024-03-07 17:16:14,5.958239533326074,63.41244536667243,0.9239120666696483,2.00200276666654,2.7729105000010654,7.564272433333485,-1.0,25.042944,56.385536,13.14816,92.491776,203.173888,96.182272,-1.0,43.559999999999995,1058.4177777777777,257.06777777777785,-1.0,75.68999999999998,248.5877777777778,86.49000000000001
2024-03-07 17:16:19,5.958239533326074,63.41244536667243,0.9239120666696483,2.00200276666654,2.7729105000010654,7.564272433333485,-1.0,25.042944,56.385536,13.14816,92.491776,203.173888,96.182272,-1.0,43.559999999999995,1058.4177777777777,257.06777777777785,-1.0,75.68999999999998,248.5877777777778,86.49000000000001
2024-03-07 17:16:24,5.958239533326074,63.41244536667243,0.9239120666696483,2.00200276666654,2.7729105000010654,7.564272433333485,-1.0,25.042944,56.385536,13.14816,92.491776,203.173888,96.182272,-1.0,43.559999999999995,1058.4177777777777,257.06777777777785,-1.0,75.68999999999998,248.5877777777778,86.49000000000001
2024-03-07 17:16:29,5.958239533326074,63.41244536667243,0.9239120666696483,2.4491737333335095,7.522044133332884,7.564272433333485,-1.0,25.042944,56.385536,13.14816,92.454912,203.194368,96.182272,-1.0,28.09,1058.4177777777777,257.06777777777785,-1.0,198.81,248.5877777777778,86.49000000000001
2024-03-07 17:16:34,5.958239533326074,63.41244536667243,0.9239120666696483,2.4491737333335095,7.522044133332884,7.564272433333485,-1.0,25.042944,56.385536,13.14816,92.454912,203.194368,96.182272,-1.0,28.09,1058.4177777777777,257.06777777777785,-1.0,198.81,248.5877777777778,86.49000000000001
2024-03-07 17:16:39,6.552227300001808,29.252794599991226,1.8562394333306051,2.4491737333335095,7.522044133332884,15.931290999999701,-1.0,25.042944,56.287232,12.71808,92.454912,203.194368,96.33792,-1.0,28.09,4687.684444444445,151.29000000000002,-1.0,198.81,107.46777777777778,127.69000000000001
2024-03-07 17:16:44,6.552227300001808,29.252794599991226,1.8562394333306051,2.4491737333335095,7.522044133332884,15.931290999999701,-1.0,25.042944,56.287232,12.71808,92.454912,203.194368,96.33792,-1.0,28.09,4687.684444444445,151.29000000000002,-1.0,198.81,107.46777777777778,127.69000000000001
2024-03-07 17:16:49,6.552227300001808,29.252794599991226,1.8562394333306051,2.4491737333335095,7.522044133332884,15.931290999999701,-1.0,25.042944,56.287232,12.71808,92.454912,203.194368,96.33792,-1.0,28.09,4687.684444444445,151.29000000000002,-1.0,198.81,107.46777777777778,127.69000000000001
2024-03-07 17:16:54,6.552227300001808,29.252794599991226,1.8562394333306051,2.4491737333335095,7.522044133332884,15.931290999999701,-1.0,25.042944,56.287232,12.71808,92.454912,203.194368,96.33792,-1.0,28.09,4687.684444444445,151.29000000000002,-1.0,198.81,107.46777777777778,127.69000000000001
2024-03-07 17:16:59,6.552227300001808,29.252794599991226,1.8562394333306051,2.1310010999987603,4.989713266667195,15.931290999999701,-1.0,25.042944,56.287232,12.71808,92.454912,203.309056,96.33792,-1.0,30.617777777777775,4687.684444444445,151.29000000000002,-1.0,45.33777777777778,107.46777777777778,127.69000000000001
2024-03-07 17:17:04,6.552227300001808,29.252794599991226,1.8562394333306051,2.1310010999987603,4.989713266667195,15.931290999999701,-1.0,25.042944,56.287232,12.71808,92.454912,203.309056,96.33792,-1.0,30.617777777777775,4687.684444444445,151.29000000000002,-1.0,45.33777777777778,107.46777777777778,127.69000000000001
2024-03-07 17:17:09,5.721834333326115,60.17255363334092,1.723101166669494,2.1310010999987603,4.989713266667195,5.683810166666584,-1.0,25.042944,56.418304,12.26752,92.454912,203.309056,96.415744,-1.0,30.617777777777775,3433.96,95.3877777777778,-1.0,45.33777777777778,127.69000000000001,11.334444444444445
2024-03-07 17:17:14,5.721834333326115,60.17255363334092,1.723101166669494,2.1310010999987603,4.989713266667195,5.683810166666584,-1.0,25.042944,56.418304,12.26752,92.454912,203.309056,96.415744,-1.0,30.617777777777775,3433.96,95.3877777777778,-1.0,45.33777777777778,127.69000000000001,11.334444444444445
