timestamp,adservice-7659d48d84-xdcfs,cartservice-75d494679c-qdl5c,cartservice-75d494679c-vfldf,checkoutservice-7d8cb45794-hc2rj,checkoutservice-7d8cb45794-vfnmh,currencyservice-588fc9584d-c9hrl,currencyservice-588fc9584d-cl9dm,currencyservice-588fc9584d-l8vxn,emailservice-8848674-b7vr4,emailservice-8848674-j9hwb,frontend-875b86bb8-lq7z8,frontend-875b86bb8-wvlvq,paymentservice-6879f6c8c4-8pbjc,productcatalogservice-5ff5f57dc8-8z7xf,productcatalogservice-5ff5f57dc8-9zfh2,productcatalogservice-5ff5f57dc8-mpw5r,productcatalogservice-5ff5f57dc8-sckzn,productcatalogservice-5ff5f57dc8-sv4x2,recommendationservice-689548cfbd-ml8h2,shippingservice-589dc45c5d-h7pnk,shippingservice-589dc45c5d-sfzzg,shippingservice-589dc45c5d-xdx28
1658540446,43.37777777777777,37.44444444444444,36.53333333333333,2.911111111111111,3.066666666666667,74.24444444444444,76.71111111111111,76.66666666666667,2.911111111111111,2.8888888888888884,35.75555555555555,37.644444444444446,5.733333333333333,76.08888888888889,76.44444444444443,76.6,76.42222222222222,76.26666666666667,52.35555555555556,8.377777777777776,8.71111111111111,8.444444444444443
1658540451,43.37777777777777,37.44444444444444,36.53333333333333,2.911111111111111,3.066666666666667,76.1111111111111,76.71111111111111,76.66666666666667,2.911111111111111,2.844444444444444,35.75555555555555,37.644444444444446,5.733333333333333,77.04444444444444,76.44444444444443,76.8888888888889,76.42222222222222,76.26666666666667,52.35555555555555,8.533333333333333,8.555555555555555,8.555555555555555
1658540456,43.68888888888889,37.44444444444444,37.333333333333336,2.911111111111111,2.822222222222222,76.1111111111111,76.71111111111111,76.66666666666667,2.8,2.844444444444444,35.75555555555555,38.577777777777776,5.733333333333333,77.04444444444444,76.44444444444443,76.8888888888889,76.42222222222222,77.24444444444444,52.88888888888889,8.533333333333333,8.555555555555555,8.555555555555555
1658540461,43.68888888888889,37.35555555555556,37.333333333333336,2.6444444444444444,2.822222222222222,76.1111111111111,79.15555555555555,78.97777777777777,2.8,2.844444444444444,36.644444444444446,38.577777777777776,5.222222222222222,77.04444444444444,76.71111111111111,76.8888888888889,76.6,77.24444444444444,52.88888888888889,8.533333333333333,8.555555555555555,8.555555555555555
1658540466,43.68888888888889,37.35555555555556,37.333333333333336,2.6444444444444444,2.822222222222222,78.84444444444443,79.15555555555555,78.97777777777777,2.8,2.6666666666666665,36.644444444444446,38.577777777777776,5.222222222222222,77.15555555555555,76.71111111111111,77.26666666666667,76.6,77.24444444444444,52.888888888888886,8.222222222222221,8.11111111111111,8.244444444444444
1658540471,44.37777777777777,37.35555555555556,37.57777777777778,2.6444444444444444,2.6888888888888887,78.84444444444443,79.15555555555555,78.97777777777777,2.7333333333333334,2.6666666666666665,36.644444444444446,38.666666666666664,5.222222222222222,77.15555555555555,76.71111111111111,77.26666666666667,76.6,78.2,53.44444444444445,8.222222222222221,8.11111111111111,8.244444444444444
1658540476,44.37777777777777,37.51111111111111,37.57777777777778,2.6444444444444444,2.6888888888888887,78.84444444444443,79.04444444444444,79.11111111111111,2.7333333333333334,2.6666666666666665,36.22222222222222,38.666666666666664,5.333333333333333,77.15555555555555,76.79999999999998,77.26666666666667,76.75555555555556,78.2,53.44444444444445,8.222222222222221,8.11111111111111,8.244444444444444
1658540481,44.37777777777777,37.51111111111111,37.57777777777778,2.6444444444444444,2.6888888888888887,76.71111111111111,79.04444444444444,79.11111111111111,2.7333333333333334,2.6,36.22222222222222,38.666666666666664,5.333333333333333,76.02222222222223,76.79999999999998,75.55555555555554,76.75555555555556,78.2,53.44444444444444,8.133333333333333,7.844444444444444,8.022222222222222
1658540486,43.644444444444446,37.51111111111111,36.24444444444445,2.6444444444444444,2.3777777777777773,76.71111111111111,79.04444444444444,79.11111111111111,2.311111111111111,2.6,36.22222222222222,37.977777777777774,5.333333333333333,76.02222222222223,76.79999999999998,75.55555555555554,76.75555555555556,75.77777777777779,51.86666666666667,8.133333333333333,7.844444444444444,8.022222222222222
1658540491,43.644444444444446,36.28888888888889,36.24444444444445,2.511111111111111,2.3777777777777773,76.71111111111111,76.37777777777777,76.26666666666665,2.311111111111111,2.6,35.37777777777777,37.977777777777774,4.9111111111111105,76.02222222222223,75.3111111111111,75.55555555555554,75.39999999999999,75.77777777777779,51.86666666666667,8.133333333333333,7.844444444444444,8.022222222222222
1658540496,43.644444444444446,36.28888888888889,36.24444444444445,2.511111111111111,2.3777777777777773,75.33333333333334,76.37777777777777,76.26666666666665,2.311111111111111,2.444444444444444,35.37777777777777,37.977777777777774,4.9111111111111105,75.28888888888889,75.3111111111111,75.84444444444443,75.39999999999999,75.77777777777779,51.86666666666666,7.888888888888888,7.977777777777777,7.844444444444444
